,0
38-29_split_3,521
38-36_split_2,991
38-36_split_3,145
38-36_split_4,156
38-37_split_0,367
38-37_split_1,656
38-37_split_3,120
38-39_split_2,657
38-39_split_4,209
38-40_split_2,530
38-40_split_3,233
38-44_split_2,141
38-44_split_4,924
38-46_split_2,1826
38-47_split_0,495
38-47_split_1,467
38-48_split_0,451
38-48_split_1,201
38-51_split_0,329
38-51_split_4,59
38-52_split_0,7
38-52_split_1,162
38-52_split_3,1039
38-53_split_3,1106
38-53_split_4,7
38-54_split_4,916
38-55_split_2,323
38-55_split_4,836
38-56_split_0,277
38-56_split_2,931
38-56_split_4,165
38-59_split_1,380
38-59_split_3,859
38-61_split_0,753
38-61_split_2,526
38-65_split_0,136
38-66_split_0,104
38-66_split_4,342
38-70_split_2,1567
38-71_split_2,832
38-73_split_2,481
38-74_split_0,50
38-74_split_1,907
38-74_split_2,611
38-76_split_0,174
38-76_split_2,801
38-78_split_1,927
38-78_split_4,624
38-80_split_0,595
38-80_split_1,332
38-82_split_4,199
38-84_split_1,472
38-84_split_4,202
38-85_split_0,273
38-85_split_3,588
38-85_split_4,448
38-90_split_1,1164
38-94_split_0,866
38-94_split_1,732
38-95_split_1,133
38-95_split_2,49
38-95_split_4,761
38-96_split_2,754
38-98_split_0,223
38-98_split_4,254
38-101_split_2,434
38-101_split_3,361
38-102_split_1,412
38-102_split_4,87
38-103_split_1,566
38-103_split_3,543
38-104_split_1,60
38-104_split_4,366
38-107_split_1,167
38-107_split_3,705
38-108_split_0,301
38-108_split_4,205
38-109_split_0,864
38-111_split_2,641
38-111_split_3,76
38-111_split_4,474
38-114_split_0,728
38-115_split_1,320
38-115_split_2,737
38-117_split_3,91
38-117_split_4,1021
38-120_split_1,145
38-120_split_3,55
38-122_split_0,559
38-122_split_3,295
38-124_split_0,147
38-124_split_2,700
38-125_split_1,583
38-125_split_3,769
38-126_split_0,525
38-126_split_2,443
38-127_split_3,971
38-128_split_3,273
38-128_split_4,507
38-129_split_4,226
38-133_split_0,498
38-133_split_1,379
38-134_split_2,512
38-134_split_4,604
38-135_split_3,366
38-135_split_4,670
38-137_split_1,143
38-137_split_3,192
38-140_split_0,527
38-140_split_3,634
38-141_split_0,328
38-141_split_4,334
38-142_split_1,36
38-142_split_4,11
38-143_split_2,736
38-143_split_3,474
38-144_split_2,179
38-144_split_3,366
38-146_split_1,443
38-146_split_2,515
38-146_split_4,179
38-148_split_0,187
38-148_split_2,1901
38-149_split_2,471
38-149_split_4,9
38-150_split_1,660
38-151_split_0,459
38-152_split_1,743
38-152_split_3,173
38-152_split_4,373
38-153_split_2,366
38-153_split_4,680
38-154_split_0,563
38-154_split_3,198
38-155_split_2,908
38-155_split_4,439
38-158_split_1,444
38-158_split_4,649
38-160_split_0,511
38-160_split_2,331
38-163_split_0,1282
38-163_split_2,226
38-164_split_1,296
38-164_split_2,811
38-165_split_1,653
38-165_split_3,213
38-167_split_1,37
38-167_split_2,78
38-168_split_0,119
38-168_split_2,353
38-169_split_2,1134
38-169_split_3,200
38-171_split_1,468
38-171_split_3,429
38-172_split_1,132
38-172_split_2,34
38-175_split_2,1058
38-175_split_3,491
38-176_split_1,146
38-176_split_3,785
38-177_split_2,424
38-177_split_3,127
38-178_split_1,44
38-178_split_4,839
38-180_split_1,1116
38-180_split_2,128
38-180_split_3,402
38-181_split_4,1495
38-182_split_1,210
38-182_split_2,256
38-187_split_0,310
38-187_split_2,619
38-188_split_0,671
38-188_split_3,231
38-189_split_3,442
38-189_split_4,477
38-190_split_3,298
38-190_split_4,961
38-191_split_1,1114
38-192_split_1,543
38-192_split_2,628
38-193_split_0,231
38-193_split_4,607
38-197_split_0,591
38-197_split_3,676
38-198_split_1,597
38-198_split_4,359
38-199_split_0,890
38-199_split_1,71
39-1_split_0,114
39-1_split_2,199
39-4_split_1,58
39-4_split_4,476
39-6_split_0,180
39-6_split_4,283
39-11_split_3,54
39-11_split_4,110
39-13_split_1,232
39-13_split_4,47
39-15_split_1,4
39-15_split_3,42
39-20_split_1,397
39-21_split_1,344
39-21_split_4,151
39-22_split_2,140
39-22_split_4,196
39-23_split_0,219
39-23_split_1,194
39-24_split_0,190
39-24_split_3,78
39-25_split_1,321
39-25_split_2,72
39-27_split_1,107
39-29_split_1,297
39-31_split_0,83
39-31_split_2,423
39-32_split_1,300
39-33_split_1,51
39-33_split_3,131
39-33_split_4,376
39-34_split_2,207
39-35_split_2,22
39-36_split_1,525
39-40_split_1,284
39-41_split_2,63
39-41_split_4,485
39-42_split_1,165
39-42_split_4,84
39-45_split_0,47
39-45_split_1,85
39-46_split_0,337
39-46_split_1,43
39-47_split_1,136
39-47_split_2,425
39-48_split_1,388
39-48_split_3,222
39-49_split_0,176
39-49_split_4,250
39-50_split_0,67
39-50_split_4,320
39-51_split_2,347
39-51_split_4,100
39-52_split_1,19
39-52_split_4,145
39-54_split_2,139
39-55_split_1,42
39-55_split_2,304
39-56_split_1,488
39-56_split_3,166
39-57_split_0,47
39-57_split_1,112
39-57_split_4,336
39-58_split_1,224
39-58_split_4,76
39-59_split_2,387
39-61_split_0,68
39-61_split_1,619
39-61_split_4,74
39-64_split_0,196
39-64_split_1,486
39-64_split_4,153
39-65_split_3,316
39-65_split_4,88
39-66_split_2,145
39-66_split_3,103
39-67_split_1,161
39-67_split_3,99
39-68_split_1,79
39-68_split_2,286
39-69_split_0,120
39-69_split_4,318
39-70_split_4,47
39-72_split_1,232
39-72_split_4,71
39-73_split_0,173
39-73_split_3,129
39-74_split_0,193
39-74_split_3,288
39-75_split_0,125
39-75_split_3,7
39-76_split_1,132
39-76_split_4,370
39-77_split_0,181
39-77_split_2,165
39-77_split_4,76
39-78_split_1,288
39-78_split_2,216
39-82_split_1,204
39-82_split_2,165
39-83_split_1,48
39-83_split_3,14
39-84_split_0,335
39-84_split_1,114
39-85_split_0,208
39-85_split_1,65
39-86_split_3,115
39-86_split_4,352
39-87_split_2,286
39-87_split_4,79
39-88_split_3,57
39-88_split_4,43
39-89_split_1,121
39-89_split_4,390
39-91_split_1,114
39-92_split_0,104
39-92_split_4,176
39-93_split_2,211
39-93_split_3,105
39-94_split_1,73
39-96_split_1,84
39-96_split_2,258
39-97_split_0,57
39-97_split_2,581
39-98_split_0,506
39-98_split_3,94
39-99_split_0,117
39-99_split_4,136
39-100_split_0,312
39-100_split_1,245
39-102_split_3,223
39-102_split_4,96
39-103_split_3,349
39-103_split_4,37
39-104_split_1,115
39-104_split_3,360
39-105_split_0,66
39-105_split_1,183
39-105_split_3,322
39-106_split_2,100
39-106_split_3,113
39-107_split_1,72
39-107_split_4,55
39-108_split_1,55
39-108_split_4,551
39-109_split_2,114
39-109_split_3,206
39-109_split_4,149
39-110_split_1,17
39-110_split_4,332
39-111_split_0,328
39-111_split_2,105
39-112_split_0,223
39-112_split_2,66
39-115_split_1,128
39-115_split_4,252
39-116_split_0,76
39-116_split_4,44
39-117_split_1,11
39-118_split_0,138
39-118_split_3,289
39-119_split_0,257
39-119_split_1,42
39-120_split_2,34
39-121_split_2,304
39-121_split_4,19
39-122_split_0,14
39-122_split_2,420
39-123_split_0,268
39-125_split_3,609
39-127_split_2,163
39-129_split_0,99
39-129_split_4,410
39-131_split_4,65
39-132_split_0,127
39-132_split_1,74
39-132_split_2,416
39-135_split_4,421
39-136_split_0,114
39-138_split_1,450
39-138_split_3,177
39-139_split_0,74
39-139_split_1,142
39-140_split_1,173
39-140_split_2,1
39-143_split_0,320
39-144_split_0,335
39-144_split_1,149
39-145_split_4,138
39-146_split_0,334
39-146_split_4,132
39-147_split_0,40
39-147_split_3,205
39-148_split_0,41
39-148_split_2,175
39-149_split_1,202
39-149_split_2,109
39-150_split_3,310
39-151_split_1,358
39-151_split_3,437
39-152_split_0,405
39-153_split_1,174
39-155_split_2,158
39-155_split_4,180
39-156_split_1,260
39-156_split_3,270
39-157_split_2,399
39-157_split_3,108
39-158_split_0,220
39-158_split_4,79
39-160_split_2,181
39-160_split_3,34
39-162_split_2,67
39-162_split_4,124
39-164_split_0,185
39-164_split_2,402
39-164_split_4,71
39-165_split_0,83
39-165_split_4,31
39-167_split_2,216
39-167_split_4,213
39-170_split_1,565
39-170_split_3,169
39-171_split_2,309
39-173_split_3,152
39-173_split_4,65
39-174_split_3,187
39-175_split_2,437
39-175_split_3,225
39-176_split_2,268
39-176_split_4,198
39-177_split_3,314
39-178_split_0,306
39-179_split_0,181
39-179_split_4,322
39-180_split_1,334
39-180_split_3,91
39-181_split_1,65
39-181_split_4,57
39-182_split_2,191
39-182_split_4,289
39-184_split_1,345
39-185_split_0,72
39-185_split_1,161
39-186_split_0,189
39-187_split_1,223
39-187_split_2,208
39-189_split_0,10
39-189_split_3,588
39-189_split_4,269
39-190_split_2,305
39-191_split_2,482
39-191_split_3,136
39-192_split_0,399
39-192_split_3,117
39-192_split_4,78
39-193_split_1,293
39-194_split_0,59
39-194_split_1,193
39-196_split_0,240
39-196_split_3,285
39-197_split_0,158
39-197_split_1,151
39-197_split_2,179
39-198_split_2,450
39-198_split_3,139
40-2_split_1,831
40-2_split_2,225
40-3_split_2,444
40-3_split_4,331
40-9_split_0,56
40-9_split_1,252
40-9_split_2,457
40-9_split_3,402
40-9_split_4,238
40-16_split_0,85
40-16_split_2,894
40-22_split_1,207
40-22_split_4,517
40-25_split_1,160
40-25_split_4,468
40-26_split_1,251
40-26_split_2,1066
40-29_split_3,256
40-31_split_1,40
40-31_split_2,75
40-36_split_2,774
40-36_split_3,41
40-38_split_0,154
40-38_split_2,190
40-39_split_0,223
40-39_split_2,478
40-39_split_4,480
40-40_split_2,392
40-40_split_3,373
40-43_split_2,316
40-43_split_4,916
40-44_split_2,472
40-45_split_1,166
40-45_split_4,387
40-51_split_3,12
40-51_split_4,262
40-53_split_0,32
40-53_split_3,843
40-54_split_3,1021
40-54_split_4,216
40-55_split_0,135
40-55_split_3,27
40-57_split_1,343
40-57_split_4,108
40-60_split_0,695
40-60_split_3,589
40-61_split_0,257
40-61_split_1,71
40-62_split_0,468
40-62_split_2,112
40-66_split_1,175
40-66_split_2,191
40-67_split_1,290
40-69_split_2,137
40-69_split_3,218
40-70_split_0,701
40-71_split_0,65
40-71_split_3,37
40-74_split_1,535
40-74_split_3,632
40-76_split_1,81
40-76_split_3,314
40-79_split_0,1339
40-81_split_4,528
40-82_split_2,579
40-84_split_0,427
40-84_split_4,283
40-85_split_2,240
40-85_split_4,287
40-86_split_0,562
40-88_split_1,172
40-88_split_3,89
40-92_split_0,445
40-95_split_0,79
40-95_split_3,199
40-96_split_0,212
40-96_split_1,648
40-99_split_3,1121
40-99_split_4,267
40-102_split_2,437
40-104_split_0,158
40-104_split_1,837
40-105_split_0,56
40-105_split_3,553
40-106_split_1,255
40-106_split_3,55
40-107_split_0,362
40-107_split_4,180
40-108_split_1,291
40-109_split_0,461
40-109_split_4,352
40-111_split_2,41
40-111_split_3,637
40-113_split_3,347
40-114_split_0,207
40-114_split_2,207
40-116_split_3,271
40-117_split_1,32
40-117_split_2,53
40-118_split_1,249
40-118_split_2,707
40-118_split_4,179
40-119_split_3,920
40-120_split_0,1242
40-120_split_4,246
40-121_split_1,248
40-121_split_4,569
40-123_split_0,468
40-123_split_3,246
40-124_split_0,125
40-124_split_2,551
40-126_split_2,163
40-126_split_4,539
40-127_split_0,609
40-127_split_1,113
40-127_split_4,459
40-128_split_0,575
40-128_split_1,128
40-128_split_3,174
40-129_split_0,616
40-129_split_2,244
40-129_split_4,416
40-132_split_0,306
40-132_split_3,371
40-133_split_2,632
40-133_split_4,284
40-135_split_2,340
40-135_split_4,549
40-136_split_2,164
40-136_split_3,568
40-137_split_1,357
40-137_split_4,148
40-138_split_2,455
40-139_split_2,355
40-139_split_4,607
40-140_split_1,87
40-140_split_2,91
40-143_split_1,269
40-143_split_4,546
40-145_split_0,48
40-145_split_1,56
40-147_split_2,482
40-149_split_4,441
40-150_split_2,967
40-150_split_3,63
40-152_split_0,436
40-152_split_1,752
40-154_split_4,403
40-155_split_2,104
40-156_split_1,163
40-156_split_2,389
40-157_split_0,1056
40-157_split_1,127
40-158_split_0,325
40-158_split_1,499
40-160_split_2,205
40-160_split_4,904
40-162_split_3,583
40-164_split_0,329
40-164_split_4,523
40-167_split_4,543
40-168_split_2,425
40-168_split_3,241
40-170_split_2,1208
40-171_split_1,618
40-171_split_3,283
40-172_split_1,251
40-175_split_0,197
40-175_split_1,363
40-175_split_3,149
40-176_split_2,121
40-176_split_3,406
40-177_split_1,1146
40-178_split_0,12
40-178_split_2,961
40-179_split_1,295
40-179_split_2,432
40-180_split_0,191
40-180_split_2,117
40-180_split_4,350
40-182_split_0,116
40-182_split_1,610
40-184_split_3,578
40-185_split_0,31
40-185_split_1,591
40-187_split_1,295
40-187_split_2,265
40-188_split_0,1127
40-188_split_1,112
40-189_split_0,563
40-189_split_3,105
40-190_split_2,182
40-190_split_3,92
40-191_split_0,183
40-191_split_3,544
40-194_split_2,354
40-194_split_3,329
40-195_split_3,249
40-196_split_0,583
40-197_split_4,244
40-198_split_1,125
40-198_split_4,667
40-199_split_0,203
40-199_split_3,257
41-1_split_1,102
41-1_split_2,46
41-2_split_1,71
41-2_split_4,73
41-6_split_1,112
41-6_split_3,26
41-7_split_4,92
41-8_split_2,130
41-8_split_3,26
41-9_split_3,27
41-9_split_4,4
41-12_split_2,27
41-12_split_4,87
41-16_split_0,29
41-16_split_3,2
41-17_split_0,93
41-17_split_2,26
41-18_split_1,26
41-18_split_3,40
41-19_split_3,234
41-22_split_1,44
41-22_split_4,3
41-28_split_3,24
41-28_split_4,46
41-31_split_1,55
41-31_split_3,57
41-32_split_0,1
41-32_split_2,111
41-33_split_2,55
41-34_split_0,50
41-34_split_1,103
41-35_split_2,27
41-35_split_3,45
41-36_split_0,61
41-36_split_3,29
41-39_split_2,94
41-39_split_4,26
41-40_split_4,3
41-41_split_1,28
41-41_split_2,29
41-42_split_2,24
41-44_split_1,85
41-45_split_4,62
41-47_split_3,33
41-48_split_0,88
41-48_split_4,60
41-49_split_0,29
41-49_split_1,81
41-51_split_2,42
41-51_split_3,5
41-52_split_3,92
41-53_split_2,49
41-53_split_3,103
41-55_split_2,58
41-55_split_3,1
41-56_split_2,119
41-56_split_3,42
41-58_split_2,51
41-58_split_4,39
41-59_split_0,48
41-59_split_2,43
41-60_split_0,108
41-60_split_4,34
41-62_split_4,61
41-63_split_3,25
41-65_split_0,25
41-65_split_4,106
41-66_split_2,25
41-67_split_4,16
41-68_split_3,75
41-71_split_2,76
41-71_split_4,8
41-72_split_1,54
41-73_split_1,32
41-73_split_3,33
41-75_split_2,65
41-75_split_3,58
41-76_split_1,58
41-78_split_4,18
41-79_split_3,73
41-79_split_4,7
41-82_split_3,63
41-83_split_1,53
41-83_split_3,27
41-84_split_0,6
41-84_split_2,94
41-85_split_1,27
41-85_split_2,92
41-86_split_4,97
41-87_split_3,93
41-87_split_4,50
41-88_split_1,82
41-88_split_3,28
41-89_split_2,96
41-91_split_1,24
41-91_split_4,20
41-93_split_4,89
41-97_split_1,127
41-97_split_3,26
41-99_split_3,85
41-100_split_1,64
41-100_split_3,29
41-101_split_1,94
41-102_split_2,19
41-102_split_3,69
41-103_split_0,27
41-103_split_2,133
41-104_split_4,88
41-105_split_2,72
41-105_split_4,37
41-107_split_2,133
41-107_split_4,6
41-108_split_2,127
41-109_split_2,57
41-109_split_3,95
41-110_split_4,40
41-111_split_3,53
41-112_split_1,57
41-112_split_2,28
41-113_split_2,6
41-113_split_4,132
41-114_split_1,52
41-115_split_0,34
41-116_split_1,78
41-116_split_2,17
41-117_split_4,27
41-118_split_0,27
41-118_split_4,56
41-121_split_1,64
41-121_split_2,8
41-123_split_4,89
41-124_split_4,66
41-125_split_2,51
41-125_split_4,72
41-126_split_0,94
41-126_split_1,25
41-127_split_0,29
41-127_split_4,46
41-129_split_1,8
41-129_split_4,28
41-130_split_1,38
41-130_split_2,40
41-131_split_0,107
41-131_split_4,25
41-132_split_3,89
41-132_split_4,74
41-134_split_0,36
41-134_split_3,5
41-135_split_2,2
41-135_split_4,80
41-138_split_0,104
41-138_split_3,25
41-140_split_0,128
41-140_split_3,25
41-141_split_0,152
41-142_split_1,77
41-142_split_3,35
41-145_split_3,74
41-146_split_0,76
41-149_split_0,33
41-150_split_1,97
41-150_split_4,47
41-151_split_0,26
41-152_split_2,25
41-152_split_3,125
41-153_split_2,39
41-153_split_3,16
41-154_split_1,70
41-155_split_3,59
41-156_split_2,47
41-157_split_0,12
41-157_split_3,27
41-158_split_3,56
41-159_split_1,30
41-159_split_2,69
41-160_split_1,20
41-160_split_2,8
41-162_split_0,29
41-163_split_3,61
41-164_split_1,81
41-164_split_3,35
41-165_split_1,13
41-165_split_2,36
41-166_split_2,107
41-166_split_3,26
41-167_split_3,109
41-168_split_3,60
41-170_split_1,69
41-170_split_4,77
41-171_split_1,74
41-171_split_4,27
41-173_split_4,158
41-174_split_3,28
41-174_split_4,11
41-176_split_1,12
41-177_split_1,56
41-177_split_4,69
41-178_split_2,105
41-179_split_4,57
41-180_split_0,93
41-181_split_1,113
41-182_split_2,30
41-182_split_4,25
41-183_split_0,57
41-184_split_1,61
41-184_split_4,80
41-185_split_3,92
41-186_split_4,42
41-187_split_0,16
41-187_split_4,25
41-188_split_4,47
41-190_split_1,91
41-190_split_4,14
41-191_split_0,77
41-191_split_1,21
41-192_split_0,46
41-192_split_1,24
41-193_split_1,1
41-193_split_4,52
41-194_split_0,19
41-194_split_1,57
41-196_split_2,87
41-197_split_0,37
41-197_split_1,46
41-198_split_1,29
41-198_split_3,39
41-199_split_0,27
41-199_split_2,27
42-0_split_3,725
42-1_split_0,367
42-1_split_3,659
42-5_split_3,429
42-6_split_0,354
42-6_split_2,781
42-6_split_3,340
42-12_split_0,357
42-12_split_3,452
42-13_split_0,607
42-13_split_4,632
42-22_split_0,200
42-22_split_3,420
42-25_split_0,371
42-25_split_2,738
42-26_split_0,56
42-26_split_1,52
42-26_split_2,55
42-27_split_1,423
42-28_split_1,563
42-28_split_3,346
42-29_split_3,394
42-32_split_3,1203
42-33_split_2,364
42-33_split_3,130
42-35_split_1,475
42-35_split_3,746
42-40_split_1,612
42-40_split_4,235
42-47_split_2,278
42-47_split_4,341
42-48_split_0,245
42-48_split_2,574
42-49_split_0,422
42-49_split_3,120
42-52_split_0,31
42-52_split_2,679
42-52_split_3,171
42-53_split_2,484
42-53_split_4,207
42-54_split_2,91
42-54_split_4,1025
42-55_split_0,251
42-55_split_2,421
42-56_split_0,813
42-56_split_4,242
42-58_split_0,328
42-58_split_2,422
42-59_split_3,873
42-60_split_3,801
42-60_split_4,189
42-63_split_0,176
42-63_split_4,549
42-64_split_1,206
42-64_split_3,402
42-65_split_0,126
42-65_split_2,625
42-66_split_1,34
42-66_split_3,567
42-67_split_0,522
42-67_split_2,162
42-68_split_0,398
42-68_split_3,52
42-69_split_0,508
42-70_split_0,114
42-70_split_4,25
42-71_split_1,665
42-71_split_3,176
42-72_split_2,216
42-72_split_4,447
42-73_split_0,495
42-73_split_3,514
42-74_split_0,406
42-74_split_1,375
42-74_split_2,518
42-74_split_4,251
42-77_split_4,451
42-81_split_0,406
42-81_split_3,231
42-82_split_0,338
42-82_split_2,109
42-83_split_1,63
42-83_split_4,92
42-84_split_1,258
42-84_split_2,343
42-86_split_2,144
42-86_split_4,38
42-87_split_0,747
42-87_split_4,535
42-89_split_0,352
42-89_split_4,149
42-90_split_4,826
42-92_split_1,34
42-92_split_2,133
42-93_split_2,239
42-93_split_4,307
42-94_split_0,225
42-94_split_3,969
42-95_split_2,270
42-95_split_3,905
42-96_split_2,807
42-96_split_4,122
42-97_split_1,286
42-97_split_3,610
42-98_split_3,208
42-98_split_4,387
42-100_split_1,1144
42-100_split_2,31
42-102_split_3,192
42-102_split_4,268
42-103_split_3,587
42-103_split_4,33
42-105_split_2,543
42-105_split_3,400
42-107_split_1,389
42-108_split_0,96
42-108_split_4,218
42-109_split_0,216
42-109_split_4,782
42-110_split_1,631
42-110_split_3,576
42-111_split_2,578
42-111_split_4,249
42-113_split_2,702
42-115_split_2,298
42-115_split_4,221
42-118_split_2,954
42-118_split_4,55
42-119_split_1,510
42-120_split_2,521
42-121_split_4,276
42-122_split_1,841
42-123_split_4,1163
42-124_split_0,429
42-124_split_2,623
42-125_split_1,1074
42-125_split_4,79
42-126_split_0,356
42-126_split_2,398
42-127_split_2,88
42-127_split_3,510
42-129_split_3,428
42-129_split_4,435
42-132_split_0,798
42-132_split_1,158
42-133_split_1,408
42-133_split_2,846
42-134_split_2,858
42-134_split_4,257
42-135_split_1,124
42-135_split_2,101
42-135_split_3,638
42-136_split_1,46
42-136_split_2,654
42-136_split_4,440
42-137_split_0,485
42-137_split_3,271
42-138_split_2,104
42-138_split_3,795
42-138_split_4,106
42-139_split_2,260
42-139_split_4,76
42-140_split_3,4
42-140_split_4,37
42-142_split_4,443
42-143_split_0,338
42-143_split_3,403
42-145_split_2,267
42-145_split_3,21
42-146_split_4,526
42-147_split_0,741
42-147_split_1,323
42-148_split_2,179
42-148_split_3,190
42-148_split_4,482
42-150_split_0,429
42-150_split_4,302
42-151_split_0,397
42-151_split_3,137
42-153_split_2,767
42-153_split_4,151
42-155_split_1,566
42-155_split_3,598
42-156_split_1,106
42-156_split_4,1038
42-157_split_1,43
42-157_split_3,325
42-158_split_2,141
42-158_split_3,516
42-159_split_1,367
42-159_split_3,552
42-160_split_0,379
42-160_split_2,57
42-160_split_3,622
42-161_split_3,468
42-161_split_4,559
42-162_split_0,80
42-162_split_3,944
42-163_split_0,279
42-163_split_2,456
42-164_split_2,114
42-164_split_4,1122
42-165_split_0,80
42-165_split_2,636
42-168_split_0,103
42-168_split_2,362
42-169_split_3,1011
42-169_split_4,115
42-170_split_1,747
42-170_split_2,19
42-170_split_4,497
42-174_split_1,550
42-174_split_4,695
42-175_split_0,766
42-175_split_2,114
42-177_split_2,657
42-177_split_4,132
42-178_split_0,557
42-178_split_3,835
42-179_split_1,550
42-179_split_3,250
42-181_split_0,276
42-181_split_1,497
42-182_split_2,266
42-182_split_3,626
42-184_split_0,341
42-184_split_3,331
42-185_split_2,223
42-185_split_3,103
42-185_split_4,99
42-187_split_2,548
42-187_split_4,684
42-188_split_4,232
42-189_split_1,656
42-189_split_2,109
42-191_split_1,631
42-193_split_0,43
42-193_split_1,79
42-194_split_0,703
42-194_split_1,705
42-194_split_2,36
42-195_split_1,690
42-195_split_4,277
42-196_split_0,125
42-196_split_4,483
42-197_split_0,256
42-198_split_1,312
42-198_split_2,238
42-199_split_1,219
42-199_split_2,396
42-199_split_4,311
43-2_split_1,375
43-2_split_4,183
43-5_split_3,109
43-6_split_1,143
43-6_split_2,438
43-7_split_1,215
43-7_split_4,36
43-12_split_4,303
43-17_split_3,136
43-17_split_4,454
43-18_split_4,5
43-21_split_0,461
43-21_split_1,114
43-22_split_1,73
43-22_split_4,143
43-23_split_2,123
43-23_split_3,460
43-28_split_3,83
43-28_split_4,33
43-29_split_3,145
43-34_split_0,37
43-34_split_2,446
43-35_split_0,534
43-35_split_3,45
43-38_split_0,329
43-38_split_1,92
43-41_split_1,378
43-41_split_2,104
43-42_split_3,252
43-42_split_4,101
43-48_split_1,7
43-48_split_4,78
43-51_split_2,298
43-51_split_4,55
43-54_split_2,101
43-54_split_3,255
43-54_split_4,225
43-55_split_1,126
43-55_split_4,108
43-56_split_1,221
43-56_split_4,440
43-58_split_2,342
43-58_split_3,99
43-59_split_0,141
43-59_split_1,152
43-61_split_0,78
43-61_split_2,39
43-64_split_1,518
43-65_split_0,204
43-66_split_1,534
43-67_split_1,82
43-67_split_2,104
43-71_split_1,113
43-71_split_3,123
43-72_split_0,298
43-72_split_4,171
43-73_split_2,200
43-74_split_1,432
43-74_split_3,251
43-76_split_0,34
43-76_split_2,296
43-76_split_3,193
43-78_split_0,317
43-79_split_3,134
43-79_split_4,184
43-80_split_0,139
43-81_split_0,87
43-81_split_4,269
43-83_split_2,189
43-85_split_1,78
43-87_split_2,44
43-89_split_3,65
43-89_split_4,228
43-93_split_1,75
43-93_split_4,145
43-94_split_2,243
43-94_split_3,288
43-97_split_1,74
43-97_split_4,195
43-103_split_1,17
43-103_split_2,152
43-104_split_0,41
43-104_split_1,111
43-105_split_2,182
43-106_split_0,92
43-106_split_1,47
43-106_split_2,7
43-107_split_4,300
43-108_split_1,166
43-108_split_3,187
43-111_split_1,323
43-111_split_3,226
43-114_split_4,667
43-115_split_1,105
43-115_split_3,46
43-116_split_0,144
43-116_split_2,167
43-117_split_1,92
43-117_split_4,360
43-118_split_0,69
43-118_split_3,352
43-119_split_2,174
43-120_split_1,177
43-120_split_2,99
43-121_split_1,257
43-122_split_1,163
43-123_split_0,330
43-123_split_2,59
43-125_split_0,180
43-125_split_1,133
43-126_split_0,42
43-127_split_0,127
43-127_split_1,160
43-127_split_4,115
43-128_split_0,306
43-128_split_3,174
43-131_split_2,377
43-131_split_4,43
43-133_split_1,523
43-134_split_2,207
43-135_split_0,368
43-135_split_2,242
43-135_split_3,39
43-136_split_0,87
43-136_split_2,219
43-138_split_0,426
43-138_split_2,248
43-139_split_4,235
43-140_split_1,243
43-140_split_4,101
43-141_split_3,18
43-141_split_4,119
43-144_split_1,154
43-144_split_4,396
43-145_split_2,97
43-147_split_0,190
43-147_split_2,110
43-147_split_3,149
43-148_split_1,144
43-148_split_3,90
43-149_split_4,31
43-150_split_4,214
43-151_split_0,16
43-151_split_2,2
43-152_split_0,164
43-152_split_2,115
43-153_split_0,264
43-153_split_2,160
43-154_split_1,191
43-156_split_3,209
43-157_split_0,258
43-157_split_4,37
43-158_split_0,323
43-158_split_1,171
43-158_split_2,94
43-159_split_4,444
43-160_split_0,158
43-160_split_1,38
43-161_split_2,359
43-161_split_4,215
43-162_split_3,350
43-163_split_2,225
43-163_split_3,185
43-164_split_0,50
43-164_split_3,19
43-165_split_1,122
43-165_split_4,292
43-166_split_0,79
43-166_split_1,48
43-167_split_0,20
43-167_split_4,348
43-168_split_2,199
43-168_split_4,195
43-169_split_0,185
43-169_split_1,106
43-170_split_0,148
43-171_split_1,140
43-172_split_3,85
43-172_split_4,363
43-173_split_1,202
43-173_split_2,9
43-175_split_0,69
43-175_split_3,299
43-177_split_0,222
43-177_split_1,113
43-178_split_3,216
43-179_split_3,213
43-180_split_1,437
43-180_split_3,41
43-181_split_4,247
43-183_split_1,249
43-183_split_4,233
43-185_split_0,206
43-185_split_4,105
43-186_split_2,137
43-186_split_4,497
43-187_split_1,154
43-187_split_4,313
43-188_split_2,361
43-188_split_3,210
43-190_split_0,84
43-190_split_3,268
43-190_split_4,325
43-191_split_1,235
43-193_split_0,168
43-193_split_4,322
43-194_split_1,284
43-194_split_4,162
43-196_split_0,383
43-196_split_3,109
43-197_split_0,384
43-198_split_1,247
43-198_split_4,317
43-199_split_0,134
43-199_split_1,396
44-2_split_2,372
44-6_split_4,456
44-7_split_1,1178
44-7_split_3,250
44-8_split_1,282
44-10_split_2,576
44-12_split_3,581
44-16_split_2,457
44-16_split_4,550
44-20_split_2,413
44-20_split_4,1582
44-26_split_0,641
44-26_split_1,422
44-27_split_0,361
44-32_split_2,17
44-32_split_4,136
44-35_split_4,746
44-36_split_0,1290
44-36_split_2,382
44-36_split_3,320
44-42_split_1,470
44-42_split_2,129
44-43_split_0,271
44-43_split_1,1600
44-51_split_0,618
44-52_split_3,564
44-52_split_4,249
44-53_split_0,312
44-53_split_1,421
44-53_split_4,549
44-54_split_1,367
44-54_split_3,578
44-57_split_1,611
44-57_split_2,813
44-58_split_1,211
44-58_split_2,941
44-61_split_1,444
44-61_split_2,263
44-62_split_3,367
44-64_split_2,398
44-67_split_2,1551
44-67_split_3,43
44-68_split_0,1070
