,mean,min,max
0--1,991.765,0.0,7092.0
0-0,229.6,90.0,573.0
0-1,214.0,120.0,310.0
0-2,223.6,47.0,774.0
0-3,239.2,60.0,466.0
0-4,225.6,102.0,348.0
0-5,250.0,1.0,573.0
0-6,255.6,20.0,369.0
0-7,212.8,30.0,445.0
0-8,225.8,0.0,937.0
0-9,216.0,0.0,646.0
0-10,224.8,71.0,475.0
0-11,239.2,0.0,335.0
0-12,208.4,100.0,383.0
0-13,224.8,56.0,464.0
0-14,220.8,88.0,425.0
0-15,207.6,14.0,350.0
0-16,200.6,97.0,333.0
0-17,217.0,40.0,535.0
0-18,234.4,155.0,342.0
0-19,136.4,7.0,245.0
0-20,210.0,100.0,315.0
0-21,179.4,0.0,608.0
0-22,209.4,0.0,496.0
0-23,220.2,38.0,758.0
0-24,229.0,6.0,728.0
0-25,210.6,0.0,556.0
0-26,223.4,51.0,532.0
0-27,208.8,43.0,351.0
0-28,228.4,41.0,896.0
0-29,205.0,44.0,568.0
0-30,212.0,61.0,423.0
0-31,204.0,13.0,511.0
0-32,196.0,0.0,575.0
0-33,220.0,22.0,471.0
0-34,239.0,0.0,434.0
0-35,234.0,15.0,478.0
0-36,233.6,24.0,730.0
0-37,230.8,28.0,726.0
0-38,210.8,10.0,432.0
0-39,129.0,16.0,318.0
0-40,586.2,75.0,1902.0
0-41,600.4,89.0,1066.0
0-42,655.4,94.0,1971.0
0-43,564.2,164.0,1214.0
0-44,615.4,59.0,1977.0
0-45,604.6,170.0,1578.0
0-46,629.8,186.0,2157.0
0-47,621.0,101.0,1299.0
0-48,615.8,235.0,1540.0
0-49,687.6,194.0,1486.0
0-50,585.0,140.0,1150.0
0-51,694.8,246.0,1322.0
0-52,590.4,92.0,2107.0
0-53,617.4,102.0,1528.0
0-54,543.2,25.0,968.0
0-55,596.6,0.0,1209.0
0-56,615.2,87.0,1146.0
0-57,598.6,112.0,1222.0
0-58,576.2,130.0,1485.0
0-59,447.8,81.0,1181.0
0-60,242.8,145.0,400.0
0-61,220.6,2.0,440.0
0-62,231.8,45.0,608.0
0-63,204.2,18.0,587.0
0-64,227.6,21.0,631.0
0-65,230.4,80.0,611.0
0-66,241.8,29.0,558.0
0-67,208.8,18.0,564.0
0-68,222.2,41.0,385.0
0-69,230.8,21.0,402.0
0-70,217.2,23.0,547.0
0-71,228.6,79.0,540.0
0-72,242.2,65.0,530.0
0-73,228.8,42.0,430.0
0-74,245.2,82.0,517.0
0-75,207.0,20.0,571.0
0-76,211.8,0.0,539.0
0-77,211.6,40.0,814.0
0-78,217.4,39.0,511.0
0-79,229.6,32.0,475.0
0-80,521.8,2.0,1338.0
0-81,512.8,5.0,1133.0
0-82,525.6,139.0,1152.0
0-83,462.8,40.0,880.0
0-84,507.8,80.0,1758.0
0-85,499.6,98.0,1122.0
0-86,514.6,37.0,1001.0
0-87,533.2,194.0,1506.0
0-88,497.8,0.0,803.0
0-89,494.0,56.0,1007.0
0-90,493.8,26.0,1709.0
0-91,497.0,106.0,1727.0
0-92,497.6,99.0,1346.0
0-93,497.6,10.0,1840.0
0-94,528.2,258.0,1368.0
0-95,515.4,148.0,1058.0
0-96,508.2,200.0,1358.0
0-97,490.6,167.0,864.0
0-98,504.8,8.0,1093.0
0-99,229.2,29.0,786.0
0-100,571.0,132.0,1282.0
0-101,586.6,0.0,1485.0
0-102,584.4,53.0,1538.0
0-103,612.0,134.0,1101.0
0-104,584.2,86.0,1047.0
0-105,560.8,239.0,920.0
0-106,590.8,426.0,714.0
0-107,580.6,233.0,1209.0
0-108,578.2,64.0,1754.0
0-109,568.8,416.0,770.0
0-110,316.6,33.0,785.0
0-111,564.2,269.0,1008.0
0-112,606.0,0.0,1209.0
0-113,572.8,213.0,1380.0
0-114,577.0,311.0,927.0
0-115,603.8,243.0,1482.0
0-116,567.2,64.0,1007.0
0-117,586.2,179.0,1255.0
0-118,611.0,115.0,979.0
0-119,268.2,88.0,640.0
0-120,196.0,40.0,407.0
0-121,206.4,41.0,387.0
0-122,215.4,99.0,318.0
0-123,227.6,10.0,684.0
0-124,226.0,27.0,516.0
0-125,230.0,54.0,465.0
0-126,37.2,0.0,110.0
0-127,230.4,53.0,423.0
0-128,221.6,5.0,396.0
0-129,224.8,47.0,380.0
0-130,221.6,41.0,743.0
0-131,226.4,14.0,370.0
0-132,202.0,32.0,564.0
0-133,218.0,16.0,386.0
0-134,222.6,48.0,475.0
0-135,198.2,6.0,427.0
0-136,230.0,77.0,472.0
0-137,227.6,2.0,636.0
0-138,207.8,31.0,391.0
0-139,232.2,62.0,464.0
0-140,343.4,145.0,715.0
0-141,344.4,173.0,670.0
0-142,334.2,150.0,568.0
0-143,315.8,162.0,499.0
0-144,304.0,120.0,601.0
0-145,348.0,162.0,638.0
0-146,348.4,124.0,631.0
0-147,338.8,114.0,872.0
0-148,356.2,95.0,595.0
0-149,326.2,0.0,848.0
0-150,332.0,131.0,565.0
0-151,302.8,50.0,749.0
0-152,332.2,65.0,964.0
0-153,305.8,26.0,778.0
0-154,305.8,0.0,935.0
0-155,304.2,2.0,1058.0
0-156,356.0,81.0,814.0
0-157,328.0,16.0,754.0
0-158,341.0,78.0,627.0
0-159,247.8,49.0,556.0
0-160,786.0,263.0,1360.0
0-161,752.2,428.0,1495.0
0-162,772.6,204.0,1434.0
0-163,760.6,258.0,1073.0
0-164,782.6,354.0,1792.0
0-165,783.4,1.0,2502.0
0-166,755.6,265.0,1705.0
0-167,811.0,26.0,2288.0
0-168,753.6,29.0,2757.0
0-169,826.8,255.0,1567.0
0-170,785.4,92.0,1383.0
0-171,618.8,235.0,1147.0
0-172,768.4,53.0,1451.0
0-173,748.8,150.0,1895.0
0-174,688.6,177.0,1080.0
0-175,754.2,92.0,1858.0
0-176,767.8,189.0,2126.0
0-177,603.6,175.0,1365.0
0-178,786.6,457.0,1363.0
0-179,556.0,277.0,1183.0
0-180,724.4,24.0,2499.0
0-181,607.2,121.0,1000.0
0-182,671.4,177.0,1472.0
0-183,718.0,65.0,2485.0
0-184,588.6,83.0,1562.0
0-185,1994.6,20.0,4915.0
0-186,666.2,146.0,2254.0
0-187,707.8,260.0,954.0
0-188,653.2,305.0,1121.0
0-189,656.0,168.0,1590.0
0-190,661.8,61.0,1159.0
0-191,713.6,99.0,2178.0
0-192,264.2,20.0,430.0
0-193,649.8,177.0,2053.0
0-194,663.4,333.0,921.0
0-195,676.2,270.0,943.0
0-196,596.0,148.0,1165.0
0-197,1786.4,892.0,3389.0
0-198,1994.4,286.0,3761.0
1--1,206.2,153.0,244.0
1-0,1056.4,76.0,3445.0
1-1,1037.2,185.0,2712.0
1-2,1047.2,192.0,2673.0
1-3,1036.2,363.0,2100.0
1-4,1046.4,3.0,4921.0
1-5,1038.6,676.0,1539.0
1-6,1078.2,136.0,2216.0
1-7,1045.0,406.0,1970.0
1-8,1038.6,159.0,1612.0
1-9,1031.4,71.0,3203.0
1-10,1079.4,763.0,1882.0
1-11,1038.8,117.0,2174.0
1-12,1051.4,96.0,2742.0
1-13,1048.8,287.0,1562.0
1-14,1085.0,675.0,1758.0
1-15,1058.8,101.0,1904.0
1-16,1043.8,450.0,1491.0
1-17,1040.6,224.0,2928.0
1-18,1037.0,48.0,1991.0
1-19,1052.2,302.0,1595.0
1-20,343.4,0.0,703.0
1-21,517.2,223.0,923.0
1-22,500.2,76.0,1041.0
1-23,514.2,73.0,1212.0
1-24,505.6,89.0,1049.0
1-25,511.2,78.0,1250.0
1-26,506.0,112.0,1457.0
1-27,502.4,315.0,972.0
1-28,504.2,16.0,1201.0
1-29,502.2,88.0,1201.0
1-30,507.4,244.0,710.0
1-31,503.4,72.0,1116.0
1-32,502.2,112.0,892.0
1-33,406.4,76.0,933.0
1-34,504.6,57.0,973.0
1-35,506.2,164.0,983.0
1-36,519.0,61.0,1053.0
1-37,506.2,45.0,1093.0
1-38,506.8,215.0,805.0
1-39,332.2,0.0,1042.0
1-40,512.4,115.0,1001.0
1-41,517.2,342.0,752.0
1-42,518.6,93.0,1177.0
1-43,514.6,79.0,1676.0
1-44,508.6,0.0,975.0
1-45,508.6,172.0,1469.0
1-46,515.8,65.0,1439.0
1-47,511.0,125.0,1017.0
1-48,520.6,142.0,1169.0
1-49,512.0,70.0,1594.0
1-50,507.8,355.0,979.0
1-51,510.6,136.0,959.0
1-52,512.4,21.0,1229.0
1-53,508.4,112.0,1386.0
1-54,518.2,354.0,668.0
1-55,513.8,237.0,867.0
1-56,57.4,16.0,164.0
1-57,512.8,79.0,1684.0
1-58,513.4,149.0,1237.0
1-59,531.6,62.0,1120.0
1-60,92.0,0.0,292.0
1-61,539.8,198.0,1121.0
1-62,506.4,136.0,1309.0
1-63,502.6,391.0,584.0
1-64,507.8,0.0,914.0
1-65,507.2,335.0,699.0
1-66,507.4,1.0,1426.0
1-67,510.6,125.0,1218.0
1-68,512.4,125.0,934.0
1-69,501.4,16.0,975.0
1-70,508.0,137.0,779.0
1-71,504.6,120.0,1067.0
1-72,504.4,40.0,978.0
1-73,506.6,137.0,1012.0
1-74,509.8,51.0,927.0
1-75,536.4,66.0,1009.0
1-76,528.6,65.0,1631.0
1-77,520.2,101.0,1715.0
1-78,538.6,17.0,981.0
1-79,516.0,237.0,879.0
1-80,959.6,46.0,2645.0
1-81,956.6,313.0,2272.0
1-82,955.6,148.0,2917.0
1-83,954.8,261.0,2670.0
1-84,952.2,124.0,1734.0
1-85,952.0,188.0,2419.0
1-86,954.8,59.0,2272.0
1-87,957.4,108.0,1617.0
1-88,952.0,126.0,2369.0
1-89,956.6,1.0,1992.0
1-90,958.0,287.0,1965.0
1-91,971.4,20.0,2379.0
1-92,962.2,106.0,2267.0
1-93,973.2,205.0,2784.0
1-94,954.8,148.0,2138.0
1-95,966.4,331.0,2084.0
1-96,960.8,398.0,1355.0
1-97,961.2,235.0,1706.0
1-98,959.8,171.0,1912.0
1-99,334.8,34.0,1097.0
1-100,1995.6,607.0,3681.0
1-101,1995.4,811.0,4802.0
1-102,1995.6,618.0,5250.0
1-103,1995.4,90.0,4751.0
1-104,1995.6,726.0,6462.0
1-105,1995.4,374.0,5338.0
1-106,1995.4,211.0,3570.0
1-107,1995.4,141.0,6995.0
1-108,1995.4,319.0,5688.0
1-109,1995.6,0.0,4319.0
1-110,1504.0,150.0,5757.0
1-111,1995.4,473.0,6177.0
1-112,1995.4,408.0,4262.0
1-113,1995.4,858.0,5374.0
1-114,1181.4,2.0,2135.0
1-115,1995.4,228.0,4213.0
1-116,1995.4,201.0,3194.0
1-117,455.0,102.0,844.0
1-118,1995.4,134.0,6981.0
1-119,334.2,10.0,766.0
1-120,963.2,424.0,1717.0
1-121,958.6,222.0,2624.0
1-122,958.2,159.0,3081.0
1-123,954.4,131.0,3368.0
1-124,955.6,4.0,1669.0
1-125,952.0,58.0,2224.0
1-126,955.6,141.0,2175.0
1-127,965.2,232.0,1579.0
1-128,949.2,265.0,1349.0
1-129,949.0,361.0,1672.0
1-130,955.2,267.0,1806.0
1-131,953.6,135.0,1517.0
1-132,954.8,86.0,3709.0
1-133,953.8,33.0,2377.0
1-134,24.6,0.0,78.0
1-135,955.2,106.0,1697.0
1-136,951.6,73.0,1646.0
1-137,978.6,108.0,3250.0
1-138,956.6,507.0,1406.0
1-139,957.8,135.0,1989.0
1-140,954.4,13.0,2157.0
1-141,959.8,159.0,1626.0
1-142,952.4,0.0,2714.0
1-143,508.6,90.0,1580.0
1-144,977.0,223.0,1964.0
1-145,955.2,624.0,1531.0
1-146,964.6,67.0,2467.0
1-147,926.2,302.0,2022.0
1-148,342.2,39.0,812.0
1-149,954.2,47.0,2035.0
1-150,956.6,99.0,3001.0
1-151,960.0,72.0,1917.0
1-152,960.4,309.0,2855.0
1-153,952.4,115.0,1971.0
1-154,957.8,260.0,2011.0
1-155,952.0,234.0,1858.0
1-156,331.0,0.0,1189.0
1-157,331.2,59.0,833.0
1-158,331.6,23.0,850.0
1-159,954.2,186.0,2078.0
1-160,516.0,130.0,1937.0
1-161,526.0,35.0,1077.0
1-162,525.8,132.0,1209.0
1-163,519.0,132.0,1521.0
1-164,518.4,189.0,908.0
1-165,525.0,255.0,884.0
1-166,516.4,101.0,1521.0
1-167,522.6,127.0,1019.0
1-168,533.8,211.0,958.0
1-169,520.8,241.0,856.0
1-170,522.6,40.0,800.0
1-171,529.4,88.0,1232.0
1-172,529.2,126.0,1504.0
1-173,525.0,76.0,1062.0
1-174,524.0,138.0,1297.0
1-175,523.4,0.0,1223.0
1-176,541.2,24.0,1218.0
1-177,526.4,103.0,1451.0
1-178,524.6,66.0,1355.0
1-179,525.8,21.0,905.0
1-180,948.8,22.0,2482.0
1-181,955.4,130.0,2124.0
1-182,950.4,205.0,1912.0
1-183,953.2,13.0,2874.0
1-184,953.6,127.0,2711.0
1-185,957.8,568.0,1229.0
1-186,956.6,8.0,3623.0
1-187,954.0,719.0,1224.0
1-188,955.0,205.0,2170.0
1-189,953.8,386.0,1552.0
1-190,952.6,269.0,1630.0
1-191,958.0,197.0,2149.0
1-192,955.0,198.0,2353.0
1-193,958.6,299.0,1800.0
1-194,949.6,241.0,2881.0
1-195,974.6,67.0,2863.0
1-196,949.4,319.0,1384.0
1-197,960.4,135.0,2198.0
1-198,932.4,265.0,1822.0
2--1,949.4,354.0,1767.0
2-0,53.2,0.0,89.0
2-1,54.6,0.0,134.0
2-2,54.0,0.0,135.0
2-3,55.2,0.0,242.0
2-4,54.4,0.0,106.0
2-5,682.0,110.0,1202.0
2-6,686.2,216.0,1584.0
2-7,55.2,24.0,93.0
2-8,56.2,0.0,104.0
2-9,665.4,65.0,1087.0
2-10,55.4,15.0,164.0
2-11,53.2,8.0,94.0
2-12,669.4,210.0,1235.0
2-13,55.0,23.0,144.0
2-14,53.4,0.0,216.0
2-15,53.6,0.0,135.0
2-16,53.4,0.0,171.0
2-17,55.0,18.0,104.0
2-18,53.4,0.0,107.0
2-19,674.4,72.0,2309.0
2-20,729.2,6.0,2194.0
2-21,749.6,6.0,2123.0
2-22,1355.8,336.0,4054.0
2-23,1289.0,207.0,3707.0
2-24,757.0,8.0,2144.0
2-25,1281.6,148.0,2346.0
2-26,1316.6,63.0,2551.0
2-27,755.0,63.0,2129.0
2-28,1294.4,136.0,2953.0
2-29,717.8,376.0,1241.0
2-30,1480.8,146.0,2632.0
2-31,1571.8,335.0,2181.0
2-32,1517.6,479.0,3303.0
2-33,1298.8,24.0,2061.0
2-34,1591.4,468.0,2981.0
2-35,733.2,188.0,1879.0
2-36,1264.6,236.0,3122.0
2-37,1281.4,271.0,3270.0
2-38,738.2,67.0,1340.0
2-39,53.4,24.0,81.0
2-40,1993.0,950.0,3121.0
2-41,1984.6,113.0,7031.0
2-42,1992.6,600.0,5055.0
2-43,1992.4,553.0,4334.0
2-44,1992.6,323.0,4067.0
2-45,1992.6,423.0,5386.0
2-46,1993.0,527.0,2839.0
2-47,1992.8,255.0,5046.0
2-48,1992.4,695.0,3459.0
2-49,1993.0,463.0,3905.0
2-50,1992.6,1001.0,2733.0
2-51,1992.8,569.0,5224.0
2-52,1992.8,532.0,4785.0
2-53,1992.4,238.0,3740.0
2-54,1992.8,202.0,3587.0
2-55,1992.6,71.0,5912.0
2-56,1993.0,558.0,5656.0
2-57,1992.2,443.0,6016.0
2-58,37.4,11.0,90.0
2-59,1992.4,717.0,4252.0
2-60,177.4,0.0,382.0
2-61,631.6,48.0,2292.0
2-62,640.0,272.0,1352.0
2-63,650.2,7.0,1487.0
2-64,639.2,107.0,1575.0
2-65,516.4,132.0,997.0
2-66,629.2,31.0,991.0
2-67,657.4,258.0,840.0
2-68,627.6,427.0,955.0
2-69,625.8,27.0,2693.0
2-70,623.8,4.0,1540.0
2-71,648.8,30.0,2352.0
2-72,624.0,119.0,1257.0
2-73,636.6,75.0,1354.0
2-74,628.2,193.0,1029.0
2-75,642.0,114.0,1815.0
2-76,627.0,152.0,1037.0
2-77,636.2,92.0,1274.0
2-78,625.6,99.0,1374.0
2-79,625.6,38.0,1181.0
2-80,1991.0,1489.0,3565.0
2-81,314.0,149.0,505.0
2-82,1991.0,358.0,6652.0
2-83,1992.6,230.0,6316.0
2-84,1991.6,1072.0,3549.0
2-85,1992.0,795.0,4247.0
2-86,1991.0,518.0,4569.0
2-87,1991.0,358.0,3686.0
2-88,1991.4,897.0,3381.0
2-89,1280.2,545.0,1851.0
2-90,1992.0,802.0,4625.0
2-91,1991.0,380.0,5401.0
2-92,1990.8,337.0,6484.0
2-93,1991.0,434.0,5083.0
2-94,1991.8,421.0,6780.0
2-95,1991.0,577.0,3413.0
2-96,1990.6,289.0,4325.0
2-97,1991.4,842.0,3246.0
2-98,259.8,90.0,484.0
2-99,1992.4,340.0,5332.0
2-100,58.2,35.0,96.0
2-101,59.4,0.0,175.0
2-102,585.8,7.0,1890.0
2-103,57.6,0.0,176.0
2-104,56.4,35.0,102.0
2-105,58.2,10.0,155.0
2-106,57.4,0.0,217.0
2-107,59.4,3.0,131.0
2-108,58.6,4.0,141.0
2-109,560.6,175.0,1527.0
2-110,393.6,25.0,800.0
2-111,58.2,0.0,254.0
2-112,558.4,39.0,1525.0
2-113,560.8,115.0,1200.0
2-114,57.6,5.0,178.0
2-115,585.0,70.0,1320.0
2-116,57.0,0.0,222.0
2-117,58.4,0.0,117.0
2-118,14.2,0.0,30.0
2-119,60.8,0.0,156.0
2-120,1993.8,413.0,2982.0
2-121,1993.0,337.0,4213.0
2-122,1993.0,88.0,4272.0
2-123,1993.8,649.0,3935.0
2-124,866.4,115.0,1842.0
2-125,1993.4,979.0,3742.0
2-126,1242.0,376.0,2678.0
2-127,1993.4,263.0,3746.0
2-128,1993.4,777.0,4571.0
2-129,1993.4,612.0,3481.0
2-130,1994.4,805.0,3362.0
2-131,1993.4,740.0,4769.0
2-132,1993.4,1078.0,4347.0
2-133,1993.4,343.0,4156.0
2-134,1992.8,393.0,5145.0
2-135,1993.4,505.0,4476.0
2-136,1992.2,229.0,4793.0
2-137,1993.2,85.0,4732.0
2-138,1993.4,976.0,4055.0
2-139,1993.2,334.0,3111.0
2-140,619.2,92.0,1802.0
2-141,653.4,142.0,1462.0
2-142,620.6,53.0,1628.0
2-143,639.4,284.0,1369.0
2-144,643.4,238.0,1170.0
2-145,618.8,6.0,1754.0
2-146,646.0,0.0,1694.0
2-147,620.6,78.0,1507.0
2-148,622.8,203.0,1549.0
2-149,622.2,266.0,1031.0
2-150,618.2,70.0,1796.0
2-151,637.2,42.0,1733.0
2-152,635.4,75.0,1532.0
2-153,641.4,18.0,1148.0
2-154,661.0,42.0,1841.0
2-155,618.6,129.0,1630.0
2-156,638.2,12.0,1863.0
2-157,621.8,117.0,1369.0
2-158,619.6,77.0,1165.0
2-159,653.2,205.0,1111.0
2-160,626.0,22.0,1811.0
2-161,653.4,369.0,1430.0
2-162,630.8,55.0,1224.0
2-163,641.6,87.0,996.0
2-164,638.6,99.0,989.0
2-165,646.4,72.0,1583.0
2-166,620.4,143.0,1876.0
2-167,631.0,205.0,999.0
2-168,637.6,88.0,1309.0
2-169,648.4,25.0,1349.0
2-170,622.0,2.0,1903.0
2-171,622.0,269.0,1163.0
2-172,633.4,278.0,1266.0
2-173,621.0,220.0,1212.0
2-174,621.4,28.0,2094.0
2-175,650.8,221.0,1099.0
2-176,621.4,31.0,1112.0
2-177,655.2,327.0,1239.0
2-178,622.0,194.0,1320.0
2-179,628.0,333.0,1214.0
2-180,644.8,265.0,1002.0
2-181,623.6,243.0,1017.0
2-182,646.4,139.0,1483.0
2-183,636.8,180.0,1458.0
2-184,622.4,216.0,1097.0
2-185,624.2,172.0,1622.0
2-186,635.6,96.0,2184.0
2-187,621.2,72.0,1180.0
2-188,618.2,13.0,1320.0
2-189,638.6,247.0,936.0
2-190,642.4,118.0,2325.0
2-191,622.6,85.0,1378.0
2-192,641.0,96.0,1499.0
2-193,689.0,10.0,2139.0
2-194,639.2,5.0,2485.0
2-195,621.0,16.0,1242.0
2-196,641.0,72.0,1934.0
2-197,655.6,65.0,1439.0
2-198,620.2,169.0,1119.0
3--1,39.0,6.0,123.0
3-0,228.8,20.0,516.0
3-1,219.6,71.0,344.0
3-2,225.0,61.0,466.0
3-3,277.6,30.0,444.0
3-4,240.0,11.0,638.0
3-5,282.6,151.0,436.0
3-6,246.2,75.0,514.0
3-7,222.0,158.0,300.0
3-8,245.0,7.0,441.0
3-9,238.6,23.0,440.0
3-10,278.6,103.0,655.0
3-11,210.0,64.0,401.0
3-12,277.8,17.0,580.0
3-13,312.6,68.0,552.0
3-14,193.0,60.0,364.0
3-15,245.8,15.0,887.0
3-16,240.6,19.0,720.0
3-17,222.0,53.0,416.0
3-18,300.4,60.0,653.0
3-19,112.6,0.0,327.0
3-20,246.2,124.0,482.0
3-21,327.8,120.0,669.0
3-22,333.4,233.0,421.0
3-23,220.0,42.0,628.0
3-24,235.0,76.0,364.0
3-25,230.0,32.0,605.0
3-26,336.2,12.0,708.0
3-27,223.8,61.0,541.0
3-28,238.4,104.0,414.0
3-29,233.2,0.0,466.0
3-30,235.0,5.0,422.0
3-31,221.2,86.0,448.0
3-32,257.6,57.0,485.0
3-33,314.4,22.0,741.0
3-34,235.4,2.0,480.0
3-35,232.2,29.0,710.0
3-36,329.0,43.0,820.0
3-37,334.8,68.0,724.0
3-38,252.8,146.0,526.0
3-39,87.4,27.0,231.0
3-40,318.6,20.0,887.0
3-41,429.0,109.0,930.0
3-42,422.2,151.0,732.0
3-43,336.2,81.0,600.0
3-44,425.2,176.0,829.0
3-45,333.8,107.0,768.0
3-46,327.8,70.0,973.0
3-47,433.0,0.0,1465.0
3-48,337.8,165.0,859.0
3-49,334.4,205.0,505.0
3-50,331.8,0.0,782.0
3-51,448.4,0.0,949.0
3-52,331.0,0.0,875.0
3-53,331.0,119.0,642.0
3-54,312.0,92.0,529.0
3-55,331.2,20.0,632.0
3-56,316.4,53.0,668.0
3-57,333.0,0.0,647.0
3-58,309.6,16.0,832.0
3-59,89.8,71.0,113.0
3-60,1083.8,213.0,2041.0
3-61,1232.2,305.0,2635.0
3-62,1088.6,140.0,3082.0
3-63,1227.6,312.0,3941.0
3-64,1236.2,376.0,2854.0
3-65,1086.4,205.0,2443.0
3-66,1092.6,76.0,3409.0
3-67,1085.8,317.0,1973.0
3-68,1073.6,283.0,2232.0
3-69,1079.6,139.0,3603.0
3-70,1092.4,239.0,3153.0
3-71,1082.6,367.0,1635.0
3-72,1074.2,671.0,1878.0
3-73,1092.8,430.0,1599.0
3-74,1261.0,78.0,2910.0
3-75,1094.2,253.0,1986.0
3-76,1086.2,104.0,2261.0
3-77,1100.6,222.0,2243.0
3-78,1243.4,234.0,3078.0
3-79,1076.4,28.0,2804.0
3-80,251.0,32.0,729.0
3-81,256.0,46.0,848.0
3-82,407.8,44.0,1175.0
3-83,429.0,21.0,860.0
3-84,260.0,27.0,584.0
3-85,454.6,97.0,951.0
3-86,462.8,158.0,873.0
3-87,256.8,71.0,354.0
3-88,287.8,0.0,805.0
3-89,414.8,302.0,614.0
3-90,413.0,36.0,1574.0
3-91,285.6,25.0,878.0
3-92,290.4,125.0,589.0
3-93,254.4,67.0,495.0
3-94,258.4,83.0,487.0
3-95,285.6,111.0,513.0
3-96,257.0,0.0,542.0
3-97,457.4,72.0,1324.0
3-98,252.6,64.0,372.0
3-99,285.6,242.0,362.0
3-100,349.8,281.0,422.0
3-101,349.4,146.0,602.0
3-102,350.6,149.0,810.0
3-103,360.0,4.0,701.0
3-104,350.6,98.0,554.0
3-105,361.4,58.0,845.0
3-106,344.0,78.0,763.0
3-107,364.2,124.0,971.0
3-108,353.2,54.0,928.0
3-109,371.4,74.0,691.0
3-110,350.2,18.0,854.0
3-111,350.0,148.0,639.0
3-112,337.0,68.0,504.0
3-113,357.2,72.0,762.0
3-114,350.4,41.0,839.0
3-115,352.6,68.0,725.0
3-116,342.8,112.0,952.0
3-117,359.6,56.0,728.0
3-118,356.0,104.0,825.0
3-119,293.6,0.0,650.0
3-120,245.6,76.0,442.0
3-121,234.2,83.0,321.0
3-122,249.0,127.0,337.0
3-123,250.8,91.0,660.0
3-124,232.0,81.0,401.0
3-125,228.6,60.0,446.0
3-126,257.2,14.0,805.0
3-127,348.2,74.0,780.0
3-128,251.4,122.0,419.0
3-129,248.6,46.0,650.0
3-130,323.0,54.0,779.0
3-131,231.2,1.0,808.0
3-132,231.4,127.0,344.0
3-133,334.6,217.0,472.0
3-134,232.4,5.0,584.0
3-135,243.2,12.0,550.0
3-136,340.2,58.0,973.0
3-137,235.8,0.0,861.0
3-138,248.0,105.0,537.0
3-139,97.6,0.0,284.0
3-140,225.8,93.0,500.0
3-141,303.2,57.0,501.0
3-142,352.4,65.0,629.0
3-143,216.4,125.0,403.0
3-144,210.6,23.0,540.0
3-145,223.2,21.0,505.0
3-146,207.0,98.0,264.0
3-147,228.8,32.0,757.0
3-148,225.0,45.0,576.0
3-149,294.8,27.0,689.0
3-150,312.4,36.0,946.0
3-151,204.4,19.0,560.0
3-152,327.4,145.0,656.0
3-153,312.4,177.0,431.0
3-154,205.0,0.0,562.0
3-155,340.0,81.0,685.0
3-156,320.8,85.0,596.0
3-157,210.4,46.0,389.0
3-158,315.2,9.0,945.0
3-159,91.2,2.0,243.0
3-160,255.6,51.0,425.0
3-161,246.8,39.0,618.0
3-162,262.6,80.0,528.0
3-163,327.2,86.0,960.0
3-164,226.4,64.0,301.0
3-165,264.2,24.0,586.0
3-166,225.4,36.0,690.0
3-167,247.0,18.0,688.0
3-168,225.2,12.0,539.0
3-169,234.6,13.0,683.0
3-170,240.4,26.0,437.0
3-171,246.8,66.0,531.0
3-172,258.4,0.0,894.0
3-173,348.2,30.0,787.0
3-174,339.4,8.0,912.0
3-175,355.6,79.0,928.0
3-176,375.6,59.0,760.0
3-177,232.0,80.0,584.0
3-178,338.8,0.0,657.0
3-179,260.2,59.0,867.0
3-180,280.8,122.0,513.0
3-181,292.6,219.0,332.0
3-182,287.4,203.0,362.0
3-183,269.6,80.0,597.0
3-184,283.2,72.0,1021.0
3-185,364.2,135.0,678.0
3-186,366.2,225.0,575.0
3-187,269.0,18.0,619.0
3-188,262.0,0.0,492.0
3-189,266.2,63.0,526.0
3-190,268.0,19.0,752.0
3-191,379.8,38.0,967.0
3-192,364.8,0.0,561.0
3-193,356.2,41.0,655.0
3-194,284.8,143.0,562.0
3-195,364.0,51.0,901.0
3-196,284.8,105.0,523.0
3-197,390.0,129.0,552.0
3-198,288.4,65.0,910.0
4--1,372.2,35.0,929.0
4-0,501.2,183.0,1036.0
4-1,523.0,387.0,609.0
4-2,531.6,136.0,1252.0
4-3,536.6,222.0,1425.0
4-4,509.0,132.0,1048.0
4-5,488.8,198.0,950.0
4-6,509.6,176.0,1095.0
4-7,522.2,276.0,783.0
4-8,754.4,533.0,1272.0
4-9,506.0,206.0,842.0
4-10,419.8,3.0,919.0
4-11,747.8,163.0,1147.0
4-12,516.6,94.0,814.0
4-13,403.2,161.0,703.0
4-14,454.2,188.0,1331.0
4-15,495.6,97.0,1035.0
4-16,510.8,59.0,1034.0
4-17,497.6,195.0,919.0
4-18,516.8,79.0,856.0
4-19,508.6,57.0,821.0
4-20,799.8,475.0,1354.0
4-21,1191.8,784.0,1786.0
4-22,799.0,96.0,1699.0
4-23,802.8,181.0,2103.0
4-24,804.6,11.0,2190.0
4-25,808.6,54.0,2097.0
4-26,806.0,175.0,1977.0
4-27,801.8,203.0,1114.0
4-28,811.8,17.0,1764.0
4-29,813.4,229.0,1508.0
4-30,805.2,154.0,2070.0
4-31,825.4,60.0,1379.0
4-32,802.4,207.0,2020.0
4-33,805.4,16.0,2018.0
4-34,803.8,142.0,1934.0
4-35,803.2,177.0,1930.0
