,mean,min,max
71-131,569.4,128.0,1636.0
71-132,589.4,126.0,1004.0
71-133,591.6,389.0,937.0
71-134,584.2,183.0,1152.0
71-135,588.0,88.0,1406.0
71-136,568.0,355.0,955.0
71-137,591.2,182.0,1343.0
71-138,588.8,291.0,1111.0
71-139,280.8,76.0,767.0
71-140,1741.2,110.0,5169.0
71-141,1750.8,50.0,5345.0
71-142,1740.6,106.0,4362.0
71-143,1755.6,519.0,3355.0
71-144,1751.2,287.0,3775.0
71-145,1755.6,23.0,6480.0
71-146,1780.8,406.0,3860.0
71-147,1995.6,208.0,4961.0
71-148,1745.8,294.0,6286.0
71-149,1995.8,931.0,4501.0
71-150,1994.6,185.0,4131.0
71-151,1735.8,73.0,5032.0
71-152,1994.8,419.0,4344.0
71-153,1745.0,302.0,3723.0
71-154,1995.0,1286.0,2690.0
71-155,1995.2,453.0,3542.0
71-156,1752.8,602.0,3028.0
71-157,1757.8,6.0,3424.0
71-158,1100.0,147.0,3107.0
71-159,978.2,251.0,1874.0
71-160,653.6,258.0,990.0
71-161,657.2,52.0,2074.0
71-162,676.4,352.0,1341.0
71-163,553.6,345.0,768.0
71-164,652.2,146.0,1217.0
71-165,653.4,36.0,1550.0
71-166,695.4,36.0,2111.0
71-167,637.6,167.0,1131.0
71-168,658.0,61.0,1279.0
71-169,635.0,403.0,1207.0
71-170,651.4,0.0,1291.0
71-171,649.4,60.0,1457.0
71-172,534.4,12.0,1554.0
71-173,651.0,438.0,1047.0
71-174,658.4,54.0,1133.0
71-175,544.4,109.0,1207.0
71-176,655.8,35.0,1581.0
71-177,640.8,278.0,1565.0
71-178,656.8,137.0,956.0
71-179,655.6,131.0,1093.0
71-180,725.2,192.0,2018.0
71-181,714.6,141.0,1724.0
71-182,724.8,120.0,1358.0
71-183,711.2,86.0,1750.0
71-184,720.4,150.0,1611.0
71-185,730.2,45.0,1239.0
71-186,725.6,150.0,1425.0
71-187,722.4,159.0,1504.0
71-188,104.8,18.0,184.0
71-189,721.6,299.0,1714.0
71-190,699.6,115.0,1664.0
71-191,740.4,112.0,2261.0
71-192,719.0,182.0,2157.0
71-193,723.6,36.0,1075.0
71-194,702.8,58.0,1505.0
71-195,718.0,406.0,1231.0
71-196,723.8,267.0,1651.0
71-197,590.2,268.0,1030.0
71-198,709.4,143.0,1480.0
72--1,737.2,55.0,2000.0
72-0,1996.8,850.0,3583.0
72-1,1996.8,1007.0,3699.0
72-2,1996.8,1212.0,2917.0
72-3,1996.8,617.0,3971.0
72-4,1996.8,506.0,3142.0
72-5,1996.8,814.0,4563.0
72-6,1996.8,288.0,4880.0
72-7,1996.8,116.0,3413.0
72-8,1996.8,160.0,4912.0
72-9,1996.8,507.0,5531.0
72-10,1996.8,205.0,4403.0
72-11,1996.8,3.0,3972.0
72-12,1601.4,509.0,2890.0
72-13,1996.8,181.0,3560.0
72-14,1996.8,119.0,3497.0
72-15,1539.6,114.0,3391.0
72-16,1996.8,60.0,5148.0
72-17,1996.8,295.0,3663.0
72-18,1996.0,1143.0,2524.0
72-19,1996.4,944.0,2962.0
72-20,1996.0,413.0,4092.0
72-21,1996.0,313.0,3893.0
72-22,1996.0,924.0,4146.0
72-23,1996.0,451.0,5262.0
72-24,1996.0,52.0,4473.0
72-25,1996.0,560.0,3932.0
72-26,1996.0,505.0,3843.0
72-27,1996.0,893.0,3862.0
72-28,1996.0,388.0,4203.0
72-29,1996.0,578.0,4627.0
72-30,1996.0,469.0,4518.0
72-31,1996.0,1017.0,2976.0
72-32,1996.0,198.0,3877.0
72-33,1996.0,286.0,4117.0
72-34,1996.0,199.0,3336.0
72-35,1996.0,168.0,5199.0
72-36,1996.0,297.0,6452.0
72-37,1996.0,262.0,5764.0
72-38,1996.0,991.0,3372.0
72-39,1996.0,365.0,4357.0
72-40,1996.8,257.0,3418.0
72-41,1997.2,421.0,6440.0
72-42,1996.8,78.0,3510.0
72-43,1997.2,274.0,3781.0
72-44,1996.8,578.0,4978.0
72-45,1996.8,63.0,4058.0
72-46,1996.8,158.0,4623.0
72-47,1996.8,559.0,3354.0
72-48,253.0,21.0,621.0
72-49,1996.8,477.0,4399.0
72-50,1996.8,644.0,4258.0
72-51,1996.8,774.0,3281.0
72-52,1996.8,979.0,3714.0
72-53,1997.0,304.0,5074.0
72-54,1996.8,557.0,4272.0
72-55,1996.6,336.0,4394.0
72-56,1996.8,649.0,5325.0
72-57,1996.8,923.0,3056.0
72-58,1996.8,406.0,3680.0
72-59,1996.8,289.0,5185.0
72-60,1995.4,180.0,4660.0
72-61,1995.8,214.0,5192.0
72-62,1995.6,320.0,4687.0
72-63,1995.6,381.0,5332.0
72-64,1995.6,116.0,4582.0
72-65,1995.4,228.0,3660.0
72-66,1996.2,1122.0,3283.0
72-67,1995.6,541.0,4440.0
72-68,1995.8,471.0,4064.0
72-69,1996.4,304.0,5414.0
72-70,1996.2,928.0,4143.0
72-71,1995.6,675.0,3666.0
72-72,1995.6,296.0,7715.0
72-73,1996.4,156.0,6063.0
72-74,1995.6,210.0,4621.0
72-75,1995.6,501.0,4721.0
72-76,1995.6,445.0,3838.0
72-77,1995.6,282.0,3545.0
72-78,1997.0,471.0,3449.0
72-79,1911.0,282.0,4085.0
72-80,1995.4,885.0,3623.0
72-81,1995.6,766.0,2572.0
72-82,1996.6,185.0,5729.0
72-83,1995.4,162.0,3205.0
72-84,1995.4,209.0,3880.0
72-85,1995.4,320.0,3559.0
72-86,1995.4,847.0,4832.0
72-87,1995.4,584.0,4356.0
72-88,1995.4,439.0,4187.0
72-89,1996.0,440.0,4146.0
72-90,1996.2,561.0,4926.0
72-91,1995.6,829.0,5367.0
72-92,1995.4,276.0,4164.0
72-93,1995.4,850.0,3022.0
72-94,1996.0,644.0,4000.0
72-95,1996.0,0.0,5869.0
72-96,1996.6,1205.0,2907.0
72-97,1995.4,1196.0,2489.0
72-98,1995.4,251.0,5482.0
72-99,1905.2,53.0,7493.0
72-100,1996.8,134.0,4619.0
72-101,132.8,31.0,413.0
72-102,670.4,153.0,1557.0
72-103,1996.8,11.0,2887.0
72-104,1996.8,299.0,6685.0
72-105,428.2,8.0,1311.0
72-106,1737.6,785.0,3485.0
72-107,1996.8,407.0,4131.0
72-108,1996.8,135.0,4818.0
72-109,1996.8,1060.0,4318.0
72-110,1996.8,206.0,3862.0
72-111,1996.8,502.0,4429.0
72-112,1188.0,211.0,3774.0
72-113,1996.8,138.0,6845.0
72-114,1996.8,451.0,4265.0
72-115,1996.8,1151.0,3109.0
72-116,1996.8,756.0,5225.0
72-117,1996.8,121.0,4399.0
72-118,1996.8,878.0,2888.0
72-119,197.4,26.0,336.0
72-120,1996.8,691.0,3070.0
72-121,1995.8,319.0,5580.0
72-122,1995.2,11.0,4942.0
72-123,1995.4,500.0,4240.0
72-124,1995.4,150.0,3935.0
72-125,1995.8,630.0,3647.0
72-126,1995.8,226.0,7625.0
72-127,1996.4,995.0,4140.0
72-128,1995.8,1067.0,2975.0
72-129,1995.6,287.0,6300.0
72-130,1996.8,626.0,6247.0
72-131,1995.4,885.0,3691.0
72-132,1997.2,495.0,4753.0
72-133,1995.6,282.0,4449.0
72-134,1996.6,4.0,4681.0
72-135,1996.6,233.0,4561.0
72-136,1996.8,255.0,6425.0
72-137,1996.4,889.0,2967.0
72-138,1995.8,300.0,5084.0
72-139,1997.0,288.0,5281.0
72-140,1995.4,0.0,6864.0
72-141,1995.4,768.0,3962.0
72-142,1995.4,537.0,6268.0
72-143,1995.0,155.0,3786.0
72-144,1995.4,722.0,4532.0
72-145,1995.4,520.0,3794.0
72-146,1996.0,92.0,5968.0
72-147,1995.4,611.0,4670.0
72-148,1995.6,366.0,4343.0
72-149,185.4,15.0,613.0
72-150,1995.4,1022.0,3709.0
72-151,1809.0,478.0,4058.0
72-152,1995.6,221.0,3925.0
72-153,1996.0,455.0,3895.0
72-154,1995.4,650.0,3447.0
72-155,1996.0,314.0,4679.0
72-156,1894.8,652.0,3299.0
72-157,1996.0,697.0,5615.0
72-158,1681.4,714.0,2341.0
72-159,1996.8,582.0,3281.0
72-160,1996.0,318.0,3477.0
72-161,1996.6,233.0,4409.0
72-162,1996.8,247.0,4998.0
72-163,1996.0,474.0,2761.0
72-164,1995.4,4.0,4837.0
72-165,1995.8,816.0,3642.0
72-166,1996.6,641.0,4849.0
72-167,1995.4,236.0,5285.0
72-168,1995.4,538.0,2961.0
72-169,1995.4,240.0,4100.0
72-170,1995.4,866.0,3213.0
72-171,1995.4,27.0,3962.0
72-172,1996.0,280.0,4338.0
72-173,1996.0,97.0,3887.0
72-174,1996.4,44.0,6415.0
72-175,1996.2,481.0,5111.0
72-176,1995.6,365.0,5517.0
72-177,1995.4,1485.0,2646.0
72-178,1996.2,345.0,3730.0
72-179,1948.8,177.0,6785.0
72-180,1996.0,550.0,3368.0
72-181,10.4,0.0,39.0
72-182,1995.4,60.0,6368.0
72-183,608.6,87.0,1038.0
72-184,1995.6,256.0,4727.0
72-185,1996.0,35.0,5899.0
72-186,1995.4,694.0,4055.0
72-187,1995.4,241.0,4044.0
72-188,1995.4,719.0,3799.0
72-189,1913.0,251.0,4440.0
72-190,1995.6,267.0,3231.0
72-191,1995.4,373.0,4380.0
72-192,1995.4,424.0,5326.0
72-193,1996.0,853.0,4680.0
72-194,1995.6,775.0,5924.0
72-195,1995.4,589.0,4937.0
72-196,1995.6,418.0,5471.0
72-197,1995.4,53.0,3696.0
72-198,1995.6,250.0,4623.0
73--1,1996.2,500.0,4755.0
73-0,1460.4,287.0,2832.0
73-1,1969.8,289.0,4674.0
73-2,1537.2,299.0,3957.0
73-3,1558.8,1223.0,2203.0
73-4,1972.8,53.0,6355.0
73-5,1358.8,217.0,3921.0
73-6,1709.4,420.0,3808.0
73-7,1975.4,535.0,4546.0
73-8,1408.6,339.0,2933.0
73-9,1975.6,136.0,2992.0
73-10,1416.4,346.0,2899.0
73-11,1448.4,791.0,2908.0
73-12,1537.2,677.0,2148.0
73-13,1426.4,414.0,2982.0
73-14,1978.8,211.0,4502.0
73-15,1973.4,158.0,3316.0
73-16,1973.2,641.0,4751.0
73-17,1977.8,1265.0,2869.0
73-18,1970.0,515.0,3634.0
73-19,1973.8,1004.0,3370.0
73-20,1144.8,184.0,3484.0
73-21,1586.0,399.0,3315.0
73-22,1973.2,927.0,3173.0
73-23,153.8,106.0,213.0
73-24,1758.4,491.0,4762.0
73-25,1850.2,420.0,4368.0
73-26,1877.6,36.0,4377.0
73-27,1709.4,198.0,3177.0
73-28,1875.0,237.0,4463.0
73-29,184.8,10.0,570.0
73-30,1804.4,334.0,3694.0
73-31,1755.2,184.0,3342.0
73-32,1741.0,540.0,4435.0
73-33,1489.6,866.0,2520.0
73-34,1717.6,475.0,4115.0
73-35,1729.2,456.0,3309.0
73-36,1977.4,207.0,3669.0
73-37,1794.0,1113.0,2430.0
73-38,1574.0,605.0,3304.0
73-39,1624.6,574.0,2463.0
73-40,303.4,29.0,501.0
73-41,302.2,137.0,578.0
73-42,315.2,61.0,928.0
73-43,281.8,0.0,945.0
73-44,305.6,28.0,765.0
73-45,303.4,124.0,604.0
73-46,310.0,26.0,822.0
73-47,304.4,74.0,548.0
73-48,307.6,167.0,580.0
73-49,302.6,48.0,618.0
73-50,315.6,0.0,926.0
73-51,315.8,31.0,874.0
73-52,309.6,90.0,457.0
73-53,312.2,188.0,526.0
73-54,307.4,86.0,899.0
73-55,304.2,52.0,698.0
73-56,320.0,122.0,517.0
73-57,322.8,75.0,1007.0
73-58,312.6,106.0,768.0
73-59,192.2,0.0,696.0
73-60,1806.0,641.0,2906.0
73-61,1754.4,45.0,5036.0
73-62,1645.6,523.0,4519.0
73-63,1975.6,1098.0,2684.0
73-64,1714.2,234.0,3161.0
73-65,1753.8,374.0,3207.0
73-66,1976.4,919.0,3651.0
73-67,1975.2,881.0,3897.0
73-68,1537.6,608.0,3599.0
73-69,1961.4,107.0,5173.0
73-70,1742.4,319.0,3263.0
73-71,1963.8,584.0,2710.0
73-72,1701.2,1034.0,2560.0
73-73,1855.8,662.0,4696.0
73-74,1835.8,250.0,3695.0
73-75,1585.0,386.0,2970.0
73-76,1857.4,28.0,4839.0
73-77,1975.4,313.0,5795.0
73-78,1893.6,53.0,5027.0
73-79,420.0,135.0,841.0
73-80,1138.8,151.0,2945.0
73-81,1114.8,194.0,2090.0
73-82,1209.0,23.0,3414.0
73-83,1222.0,200.0,2098.0
73-84,1171.2,194.0,1951.0
73-85,1187.6,217.0,2926.0
73-86,807.0,92.0,1671.0
73-87,1071.0,191.0,2251.0
73-88,1230.2,407.0,2498.0
73-89,801.0,58.0,2157.0
73-90,1070.2,196.0,1890.0
73-91,1175.0,222.0,2429.0
73-92,1256.8,130.0,3753.0
73-93,1135.4,381.0,3464.0
73-94,1248.4,246.0,3069.0
73-95,522.8,96.0,1362.0
73-96,1162.6,92.0,3741.0
73-97,1121.0,194.0,3662.0
73-98,1170.2,274.0,3913.0
73-99,1135.8,494.0,1876.0
73-100,318.0,135.0,669.0
73-101,1993.0,130.0,4449.0
73-102,1992.8,503.0,5748.0
73-103,1990.6,451.0,3233.0
73-104,1991.0,325.0,5207.0
73-105,1989.8,648.0,4584.0
73-106,1989.8,60.0,4967.0
73-107,1989.6,30.0,5213.0
73-108,1992.6,666.0,3065.0
73-109,1992.4,151.0,3987.0
73-110,1990.4,433.0,6181.0
73-111,1989.4,286.0,6973.0
73-112,1989.8,767.0,4591.0
73-113,1992.4,412.0,4221.0
73-114,1995.0,948.0,3725.0
73-115,1991.2,966.0,3842.0
73-116,1990.4,173.0,8210.0
73-117,1990.6,701.0,3321.0
73-118,1992.4,311.0,5504.0
73-119,1995.8,621.0,5387.0
73-120,1706.0,202.0,4813.0
73-121,1738.4,449.0,2599.0
73-122,857.6,136.0,1619.0
73-123,1537.4,591.0,3347.0
73-124,765.6,584.0,1098.0
73-125,1970.4,562.0,4307.0
73-126,1739.0,713.0,2549.0
73-127,1973.6,691.0,3245.0
73-128,1793.8,887.0,2428.0
73-129,1807.0,284.0,3035.0
73-130,1895.6,180.0,5118.0
73-131,1750.6,463.0,2689.0
73-132,1394.0,242.0,2500.0
73-133,1918.0,805.0,4433.0
73-134,1670.6,58.0,4178.0
73-135,1477.2,251.0,3686.0
73-136,1976.4,843.0,3592.0
73-137,1869.2,189.0,3432.0
73-138,1533.0,567.0,2169.0
73-139,144.6,38.0,237.0
73-140,1970.6,646.0,4743.0
73-141,1471.2,603.0,2083.0
73-142,1880.2,242.0,5284.0
73-143,1445.0,498.0,2470.0
73-144,1501.0,311.0,4825.0
73-145,1359.4,252.0,2119.0
73-146,351.8,64.0,1087.0
73-147,1716.4,919.0,2306.0
73-148,1383.4,460.0,3958.0
73-149,1538.2,918.0,1971.0
73-150,1941.6,920.0,3369.0
73-151,1735.4,235.0,2730.0
73-152,1384.8,232.0,2610.0
73-153,1857.0,318.0,5497.0
73-154,1924.6,931.0,2507.0
73-155,1741.8,423.0,2942.0
73-156,1761.6,1045.0,2601.0
73-157,1676.4,966.0,2213.0
73-158,1770.8,913.0,3103.0
73-159,433.6,294.0,713.0
73-160,1355.4,481.0,1961.0
73-161,1285.4,101.0,4053.0
73-162,1602.4,394.0,3001.0
73-163,1294.6,1035.0,1573.0
73-164,1264.6,391.0,2846.0
73-165,1293.2,516.0,3192.0
73-166,1063.8,24.0,2769.0
73-167,1293.4,337.0,2177.0
73-168,1070.2,149.0,2932.0
73-169,10.4,0.0,52.0
73-170,1283.8,540.0,2563.0
73-171,1247.6,433.0,2035.0
73-172,1369.8,131.0,2690.0
73-173,1546.4,259.0,2993.0
73-174,1242.6,93.0,2435.0
73-175,1734.0,758.0,3250.0
73-176,1275.4,222.0,2464.0
73-177,770.2,14.0,1474.0
73-178,1191.6,352.0,1898.0
73-179,1425.0,916.0,2199.0
73-180,1973.2,172.0,3993.0
73-181,1740.0,385.0,3483.0
73-182,1977.2,844.0,2833.0
73-183,1973.4,450.0,3778.0
73-184,1971.8,359.0,3870.0
73-185,1559.6,588.0,3714.0
73-186,1972.0,337.0,3089.0
73-187,1972.6,477.0,3600.0
73-188,1973.2,567.0,2935.0
73-189,106.4,41.0,233.0
73-190,1482.2,419.0,3578.0
73-191,1972.8,1154.0,3558.0
73-192,1974.2,673.0,5853.0
73-193,1972.0,881.0,3732.0
73-194,1971.6,308.0,3335.0
73-195,1978.2,714.0,4118.0
73-196,1343.0,874.0,2440.0
73-197,1978.6,60.0,4524.0
73-198,1473.2,501.0,2786.0
74--1,127.4,60.0,200.0
74-0,58.8,32.0,122.0
74-1,58.8,0.0,145.0
74-2,57.6,2.0,170.0
74-3,56.6,0.0,132.0
74-4,58.2,35.0,125.0
74-5,58.4,0.0,125.0
74-6,57.4,0.0,160.0
74-7,57.2,0.0,186.0
74-8,57.6,0.0,125.0
74-9,57.8,0.0,135.0
74-10,59.4,8.0,140.0
74-11,57.4,0.0,139.0
74-12,58.4,0.0,151.0
74-13,57.8,0.0,137.0
74-14,57.6,0.0,137.0
74-15,58.4,0.0,126.0
74-16,59.0,0.0,168.0
74-17,58.8,0.0,178.0
74-18,58.0,0.0,134.0
74-19,58.0,0.0,107.0
74-20,100.4,6.0,319.0
74-21,102.2,0.0,377.0
74-22,101.8,0.0,230.0
74-23,99.6,13.0,201.0
74-24,103.0,34.0,175.0
74-25,101.2,22.0,180.0
74-26,101.2,0.0,220.0
74-27,100.6,0.0,207.0
74-28,101.8,21.0,147.0
74-29,104.4,9.0,361.0
74-30,106.2,11.0,265.0
74-31,97.6,0.0,195.0
74-32,103.4,13.0,279.0
74-33,105.6,0.0,318.0
74-34,105.2,12.0,231.0
74-35,102.2,16.0,292.0
74-36,102.8,33.0,230.0
74-37,103.8,26.0,320.0
74-38,103.6,38.0,225.0
74-39,100.0,21.0,236.0
74-40,39.4,0.0,161.0
74-41,41.2,0.0,162.0
74-42,39.2,0.0,83.0
74-43,38.8,12.0,112.0
74-44,40.4,0.0,126.0
74-45,39.8,0.0,86.0
74-46,39.4,0.0,146.0
74-47,38.4,0.0,130.0
74-48,40.0,0.0,151.0
74-49,39.0,0.0,82.0
74-50,38.8,2.0,121.0
74-51,39.4,0.0,63.0
74-52,38.8,9.0,73.0
74-53,38.6,0.0,73.0
74-54,38.4,0.0,74.0
74-55,39.8,0.0,88.0
74-56,38.6,11.0,119.0
74-57,39.8,0.0,124.0
74-58,40.4,0.0,80.0
74-59,40.6,0.0,189.0
74-60,40.2,0.0,109.0
74-61,40.2,0.0,133.0
74-62,38.8,0.0,154.0
74-63,39.4,18.0,83.0
74-64,39.8,0.0,113.0
74-65,39.8,9.0,94.0
74-66,41.0,0.0,151.0
74-67,40.0,0.0,112.0
74-68,40.0,3.0,137.0
74-69,39.8,0.0,84.0
74-70,38.4,0.0,80.0
74-71,39.8,0.0,100.0
74-72,40.8,0.0,101.0
74-73,41.2,3.0,74.0
74-74,40.6,3.0,70.0
74-75,39.4,0.0,87.0
74-76,40.0,0.0,101.0
74-77,14.0,0.0,38.0
74-78,40.4,7.0,122.0
74-79,39.8,25.0,56.0
74-80,39.8,2.0,149.0
74-81,39.8,0.0,137.0
74-82,40.0,0.0,90.0
74-83,39.6,11.0,85.0
74-84,38.8,0.0,99.0
74-85,40.8,8.0,82.0
74-86,39.4,1.0,86.0
74-87,39.2,18.0,68.0
74-88,39.2,0.0,92.0
74-89,39.0,0.0,136.0
74-90,39.0,0.0,77.0
74-91,41.4,0.0,114.0
74-92,38.6,0.0,149.0
74-93,38.4,0.0,115.0
74-94,39.8,0.0,152.0
74-95,39.8,0.0,112.0
74-96,40.2,0.0,165.0
74-97,38.4,4.0,75.0
74-98,38.6,0.0,101.0
74-99,40.8,6.0,72.0
74-100,67.0,18.0,147.0
74-101,68.2,23.0,111.0
74-102,67.0,8.0,180.0
74-103,65.2,0.0,148.0
74-104,72.8,0.0,160.0
74-105,68.0,0.0,135.0
74-106,66.0,0.0,213.0
74-107,67.6,0.0,173.0
74-108,69.0,5.0,156.0
74-109,66.8,8.0,195.0
74-110,66.0,22.0,175.0
74-111,69.6,18.0,138.0
74-112,68.2,0.0,202.0
74-113,66.8,0.0,174.0
74-114,69.4,0.0,184.0
74-115,68.2,5.0,213.0
74-116,66.6,0.0,247.0
74-117,68.8,0.0,193.0
74-118,69.0,10.0,185.0
74-119,67.4,10.0,114.0
74-120,67.4,42.0,115.0
74-121,69.8,0.0,239.0
74-122,68.2,4.0,104.0
74-123,67.0,2.0,111.0
74-124,66.6,12.0,137.0
74-125,67.4,9.0,142.0
74-126,67.2,0.0,138.0
74-127,66.6,48.0,97.0
74-128,71.2,36.0,123.0
74-129,66.6,0.0,137.0
74-130,71.4,14.0,174.0
74-131,66.0,0.0,112.0
74-132,68.0,0.0,120.0
74-133,68.8,9.0,146.0
74-134,67.6,13.0,182.0
74-135,67.4,28.0,199.0
74-136,69.8,0.0,258.0
74-137,68.2,0.0,117.0
74-138,66.6,5.0,120.0
74-139,68.4,16.0,138.0
74-140,39.4,0.0,68.0
74-141,39.4,0.0,84.0
74-142,40.8,0.0,126.0
74-143,41.0,0.0,119.0
74-144,39.4,0.0,84.0
74-145,40.4,0.0,95.0
74-146,39.4,0.0,60.0
74-147,39.4,0.0,112.0
74-148,40.0,0.0,145.0
74-149,41.8,0.0,76.0
74-150,41.0,7.0,67.0
74-151,41.6,10.0,75.0
74-152,40.2,0.0,137.0
74-153,38.6,1.0,80.0
74-154,39.0,0.0,104.0
74-155,40.4,0.0,101.0
74-156,39.6,10.0,62.0
74-157,39.0,0.0,121.0
74-158,38.6,0.0,78.0
74-159,41.8,0.0,80.0
74-160,66.8,0.0,244.0
74-161,66.8,0.0,179.0
74-162,67.0,0.0,299.0
74-163,67.2,16.0,203.0
74-164,68.2,0.0,149.0
74-165,67.2,22.0,125.0
74-166,66.2,0.0,245.0
74-167,67.2,0.0,111.0
74-168,66.0,0.0,219.0
74-169,67.2,0.0,172.0
74-170,68.8,12.0,229.0
74-171,66.0,0.0,124.0
74-172,67.0,10.0,161.0
74-173,68.2,3.0,98.0
74-174,65.8,0.0,277.0
74-175,67.2,13.0,208.0
74-176,71.6,0.0,248.0
74-177,67.6,0.0,153.0
74-178,70.4,17.0,207.0
74-179,66.6,28.0,169.0
74-180,16.8,0.0,28.0
74-181,17.8,0.0,53.0
74-182,17.8,0.0,45.0
74-183,17.6,0.0,50.0
74-184,17.8,0.0,44.0
74-185,17.6,0.0,72.0
74-186,17.4,0.0,67.0
74-187,17.8,0.0,67.0
74-188,17.4,0.0,53.0
74-189,17.8,0.0,51.0
74-190,16.8,0.0,60.0
74-191,18.2,0.0,40.0
74-192,18.2,0.0,69.0
74-193,17.4,0.0,87.0
74-194,17.0,0.0,66.0
74-195,17.6,0.0,68.0
74-196,17.8,0.0,41.0
74-197,17.8,0.0,40.0
74-198,19.4,0.0,46.0
75--1,19.8,0.0,56.0
75-0,124.6,0.0,251.0
75-1,121.2,43.0,304.0
75-2,127.6,45.0,227.0
75-3,126.6,23.0,292.0
75-4,122.6,40.0,262.0
75-5,11.4,1.0,30.0
75-6,124.2,2.0,396.0
75-7,124.2,8.0,262.0
75-8,120.8,20.0,382.0
75-9,123.4,0.0,275.0
75-10,122.6,11.0,340.0
75-11,121.8,16.0,272.0
75-12,124.6,47.0,232.0
75-13,125.4,25.0,214.0
75-14,123.8,21.0,295.0
75-15,1989.4,179.0,4051.0
75-16,122.6,47.0,227.0
75-17,125.6,21.0,382.0
75-18,124.2,17.0,273.0
75-19,124.4,14.0,281.0
75-20,124.4,0.0,334.0
75-21,121.8,12.0,262.0
75-22,125.0,0.0,365.0
75-23,126.0,24.0,245.0
75-24,123.8,12.0,297.0
75-25,596.8,180.0,1206.0
75-26,123.6,0.0,277.0
75-27,121.8,29.0,337.0
75-28,124.6,18.0,347.0
75-29,122.4,0.0,333.0
75-30,124.4,6.0,266.0
75-31,125.0,37.0,337.0
75-32,125.8,0.0,422.0
75-33,124.6,48.0,300.0
75-34,122.2,37.0,250.0
75-35,123.4,0.0,415.0
75-36,126.4,0.0,257.0
75-37,124.2,64.0,260.0
75-38,123.2,21.0,197.0
75-39,124.0,0.0,312.0
75-40,121.0,14.0,266.0
75-41,122.8,43.0,313.0
75-42,1239.0,232.0,4560.0
75-43,123.4,0.0,431.0
75-44,125.0,75.0,192.0
75-45,123.6,30.0,222.0
75-46,122.0,10.0,216.0
75-47,1237.8,175.0,3286.0
75-48,123.0,5.0,437.0
75-49,125.2,81.0,163.0
75-50,1347.2,618.0,2263.0
75-51,125.2,0.0,317.0
75-52,126.8,8.0,269.0
75-53,123.2,66.0,196.0
75-54,125.0,0.0,434.0
75-55,124.6,0.0,431.0
75-56,125.8,16.0,282.0
75-57,124.4,0.0,235.0
75-58,124.6,0.0,465.0
75-59,123.2,0.0,241.0
75-60,1998.4,567.0,4937.0
75-61,1998.4,836.0,3499.0
75-62,1998.6,855.0,3710.0
75-63,1998.4,1509.0,2437.0
75-64,1998.4,468.0,3131.0
75-65,1998.4,625.0,3566.0
75-66,1998.4,226.0,3537.0
75-67,1998.4,12.0,4246.0
75-68,1998.4,746.0,6054.0
75-69,1998.4,77.0,4843.0
75-70,1998.4,325.0,3922.0
75-71,1998.4,409.0,6252.0
75-72,1998.4,25.0,3864.0
75-73,1998.4,200.0,5076.0
75-74,1998.4,74.0,3719.0
75-75,1998.4,384.0,4166.0
75-76,1998.4,421.0,5237.0
75-77,1998.4,182.0,4298.0
75-78,1998.4,327.0,4395.0
75-79,1998.4,926.0,4466.0
75-80,118.6,8.0,333.0
75-81,121.6,0.0,224.0
75-82,1991.2,232.0,5363.0
75-83,1991.2,194.0,4985.0
75-84,119.2,4.0,249.0
75-85,123.2,0.0,357.0
75-86,119.8,0.0,310.0
75-87,120.4,14.0,262.0
75-88,116.6,32.0,256.0
75-89,118.8,16.0,446.0
75-90,118.6,0.0,351.0
75-91,120.0,4.0,208.0
75-92,121.8,54.0,206.0
75-93,1990.2,313.0,4978.0
75-94,119.6,14.0,287.0
75-95,117.0,9.0,297.0
75-96,120.0,7.0,518.0
75-97,1989.8,281.0,5033.0
75-98,122.4,0.0,307.0
75-99,118.4,10.0,374.0
75-100,308.6,192.0,495.0
75-101,121.8,6.0,435.0
75-102,123.8,20.0,208.0
75-103,122.6,0.0,354.0
75-104,124.2,12.0,281.0
75-105,122.4,5.0,226.0
75-106,122.4,9.0,271.0
75-107,122.6,0.0,402.0
75-108,123.0,7.0,269.0
75-109,123.4,4.0,404.0
75-110,121.8,0.0,348.0
75-111,123.2,10.0,249.0
75-112,122.0,27.0,219.0
75-113,125.2,59.0,222.0
75-114,123.8,0.0,366.0
75-115,123.0,11.0,267.0
75-116,123.4,5.0,377.0
75-117,122.2,0.0,249.0
75-118,122.2,6.0,226.0
75-119,89.2,27.0,139.0
75-120,931.6,303.0,1928.0
75-121,123.0,15.0,402.0
75-122,126.0,0.0,385.0
75-123,126.6,7.0,311.0
75-124,128.0,0.0,476.0
75-125,122.2,28.0,339.0
75-126,123.2,14.0,316.0
75-127,123.4,0.0,311.0
75-128,125.6,5.0,207.0
75-129,124.0,46.0,273.0
75-130,343.4,6.0,1128.0
75-131,910.8,0.0,2529.0
75-132,125.8,40.0,233.0
75-133,124.4,0.0,237.0
75-134,123.6,0.0,311.0
75-135,125.4,0.0,332.0
75-136,124.8,0.0,268.0
75-137,123.8,7.0,312.0
75-138,124.8,6.0,251.0
75-139,124.8,13.0,349.0
75-140,121.6,78.0,195.0
75-141,123.4,2.0,298.0
75-142,124.2,40.0,224.0
75-143,123.4,31.0,233.0
75-144,127.0,74.0,213.0
75-145,126.2,24.0,313.0
75-146,124.6,19.0,222.0
75-147,123.4,10.0,269.0
75-148,127.2,0.0,285.0
75-149,124.4,55.0,260.0
