,0
0-80_split_0,4
0-80_split_2,5
0-81_split_0,73
0-81_split_1,60
0-81_split_2,98
0-82_split_0,6
0-82_split_1,3437
0-82_split_2,1185
0-82_split_3,537
0-82_split_4,4
0-83_split_0,4
0-83_split_1,377
0-83_split_2,6
0-83_split_4,2230
0-84_split_0,168
0-84_split_1,231
0-84_split_2,6
0-84_split_3,558
0-84_split_4,4
0-85_split_0,47
0-85_split_1,61
0-85_split_2,55
0-85_split_4,66
0-86_split_1,10
0-87_split_1,1440
0-87_split_2,4
0-87_split_3,607
0-87_split_4,6
0-88_split_0,34
0-88_split_1,127
0-88_split_2,20
0-88_split_3,184
0-88_split_4,184
0-89_split_0,2805
0-89_split_1,2087
0-89_split_2,489
0-89_split_3,1302
0-90_split_1,6
0-90_split_2,4
0-91_split_0,55
0-91_split_1,36
0-91_split_2,5
0-91_split_3,374
0-91_split_4,5
0-92_split_1,18
0-92_split_2,2366
0-92_split_3,68
0-92_split_4,2516
0-93_split_0,1442
0-93_split_1,2354
0-93_split_2,4
0-93_split_3,6
0-93_split_4,492
0-94_split_0,4
0-94_split_1,166
0-94_split_2,6
0-94_split_3,1081
0-94_split_4,446
0-95_split_2,4
0-95_split_3,6
0-96_split_1,4
0-96_split_3,6
0-97_split_2,6
0-97_split_3,7
0-98_split_1,4
0-98_split_3,5
0-99_split_0,10
0-99_split_2,666
0-100_split_0,1116
0-100_split_1,2243
0-100_split_2,6
0-100_split_3,4
0-100_split_4,1840
0-101_split_0,2490
0-101_split_1,6
0-101_split_2,110
0-101_split_3,874
0-101_split_4,6
0-102_split_0,1652
0-102_split_1,4
0-102_split_2,126
0-102_split_3,6
0-102_split_4,63
0-103_split_0,152
0-103_split_1,44
0-103_split_2,1106
0-103_split_3,563
0-103_split_4,1455
0-104_split_0,65
0-104_split_1,17
0-104_split_4,1755
0-105_split_0,6
0-105_split_4,4
0-106_split_0,6
0-106_split_1,560
0-106_split_2,261
0-106_split_3,6
0-106_split_4,196
0-107_split_0,16
0-107_split_2,91
0-107_split_3,190
0-107_split_4,53
0-108_split_1,984
0-108_split_2,3739
0-108_split_3,2060
0-108_split_4,580
0-109_split_2,24
0-109_split_4,27
0-110_split_0,2011
0-110_split_1,270
0-110_split_2,4
0-110_split_3,954
0-110_split_4,5
0-111_split_0,325
0-111_split_1,9
0-111_split_2,1192
0-111_split_3,2217
0-111_split_4,1775
0-112_split_0,22
0-112_split_1,393
0-112_split_2,121
0-112_split_3,25
0-112_split_4,39
0-113_split_0,494
0-113_split_1,134
0-113_split_2,404
0-113_split_3,1506
0-113_split_4,6
0-114_split_1,441
0-114_split_2,2982
0-114_split_3,4
0-114_split_4,6
0-115_split_0,4
0-115_split_1,715
0-115_split_2,3165
0-115_split_3,148
0-115_split_4,6
0-116_split_2,4
0-116_split_4,6
0-117_split_1,222
0-117_split_2,16
0-119_split_1,9
0-120_split_0,30
0-120_split_1,1388
0-120_split_2,1516
0-120_split_3,181
0-120_split_4,363
0-121_split_0,3546
0-121_split_1,368
0-121_split_2,373
0-121_split_3,4
0-121_split_4,6
0-122_split_1,80
0-122_split_2,41
0-123_split_0,51
0-123_split_1,4
0-123_split_2,432
0-123_split_3,188
0-123_split_4,5
0-124_split_3,35
0-124_split_4,22
0-125_split_1,4
0-125_split_4,5
0-126_split_1,1980
0-126_split_2,4
0-126_split_3,890
0-126_split_4,5
0-127_split_0,3683
0-127_split_3,12
0-127_split_4,8
0-128_split_0,2621
0-128_split_1,1333
0-128_split_2,680
0-128_split_3,962
0-128_split_4,1112
0-129_split_0,317
0-129_split_1,7
0-129_split_2,87
0-129_split_3,235
0-129_split_4,6
0-130_split_1,2
0-130_split_2,3
0-131_split_0,32
0-131_split_1,66
0-131_split_2,138
0-131_split_3,34
0-131_split_4,59
0-132_split_0,1537
0-132_split_1,4
0-132_split_4,6
0-133_split_0,31
0-133_split_1,7
0-133_split_2,43
0-133_split_3,6
0-133_split_4,425
0-134_split_0,4
0-134_split_1,6
0-134_split_2,654
0-134_split_3,1159
0-134_split_4,848
0-135_split_0,15
0-135_split_1,10
0-135_split_2,183
0-135_split_3,18
0-135_split_4,32
0-136_split_0,4
0-136_split_4,5
0-137_split_0,292
0-137_split_1,66
0-137_split_2,273
0-137_split_3,6
0-137_split_4,7
0-138_split_0,775
0-138_split_1,670
0-138_split_2,340
0-138_split_3,9
0-138_split_4,7
0-139_split_1,6
0-139_split_3,5
0-140_split_1,158
0-140_split_2,179
0-140_split_3,406
0-140_split_4,16
0-141_split_0,5
0-142_split_0,17
0-142_split_1,99
0-142_split_2,1424
0-142_split_3,586
0-142_split_4,731
0-143_split_1,10
0-144_split_0,54
0-144_split_4,36
0-145_split_0,6
0-145_split_2,4
0-145_split_3,2067
0-145_split_4,2282
0-146_split_2,30
0-146_split_4,10
0-147_split_0,305
0-147_split_1,383
0-147_split_2,3105
0-147_split_3,20
0-147_split_4,9
0-148_split_0,540
0-148_split_4,108
0-149_split_0,109
0-149_split_1,25
0-149_split_2,70
0-149_split_3,35
0-149_split_4,131
0-150_split_0,259
0-150_split_1,234
0-150_split_2,54
0-150_split_3,5
0-150_split_4,16
0-151_split_0,39
0-151_split_1,20
0-151_split_2,3
0-151_split_3,43
0-151_split_4,5
0-152_split_2,30
0-152_split_3,39
0-153_split_0,61
0-153_split_1,147
0-153_split_2,10
0-153_split_3,58
0-153_split_4,44
0-154_split_0,591
0-154_split_4,60
0-155_split_4,10
0-156_split_0,6
0-156_split_1,7
0-157_split_0,2078
0-157_split_1,251
0-157_split_3,111
0-157_split_4,3198
0-158_split_0,68
0-158_split_1,130
0-158_split_2,304
0-158_split_3,23
0-158_split_4,166
0-159_split_2,4
0-159_split_4,6
0-160_split_0,707
0-160_split_1,579
0-160_split_2,990
0-160_split_3,675
0-160_split_4,11
0-161_split_0,12
0-162_split_0,228
0-162_split_1,67
0-162_split_2,144
0-162_split_3,294
0-162_split_4,241
0-163_split_0,85
0-163_split_4,31
0-164_split_0,510
0-164_split_2,144
0-164_split_3,69
0-164_split_4,5
0-165_split_1,2
0-165_split_4,3
0-166_split_0,405
0-166_split_1,189
0-166_split_2,163
0-166_split_3,46
0-166_split_4,245
0-167_split_0,207
0-167_split_1,74
0-167_split_2,2
0-167_split_3,726
0-167_split_4,18
0-168_split_0,182
0-168_split_1,70
0-168_split_2,575
0-168_split_3,800
0-168_split_4,919
0-169_split_1,23
0-169_split_3,20
0-170_split_0,666
0-170_split_1,87
0-170_split_3,945
0-170_split_4,15
0-171_split_0,343
0-171_split_1,6
0-171_split_2,1139
0-171_split_3,6
0-171_split_4,123
0-172_split_0,6
0-172_split_1,976
0-172_split_2,927
0-172_split_3,157
0-172_split_4,4
0-173_split_0,6
0-173_split_1,4
0-173_split_2,401
0-174_split_3,1517
0-174_split_4,141
0-175_split_0,16
0-175_split_3,9
0-176_split_0,195
0-176_split_1,517
0-176_split_2,96
0-176_split_3,21
0-176_split_4,208
0-177_split_0,1180
0-177_split_1,1486
0-177_split_2,33
0-177_split_4,30
0-178_split_0,180
0-178_split_1,84
0-178_split_2,22
0-178_split_3,45
0-178_split_4,67
0-179_split_0,4
0-179_split_3,5
0-180_split_0,116
0-181_split_0,657
0-181_split_1,567
0-181_split_3,4
0-181_split_4,6
0-182_split_0,718
0-182_split_1,2834
0-182_split_2,789
0-182_split_3,10
0-182_split_4,1260
0-183_split_0,499
0-183_split_1,674
0-183_split_2,1116
0-183_split_3,222
0-183_split_4,560
0-184_split_0,7
0-184_split_2,9
0-185_split_2,4
0-185_split_3,6
0-186_split_0,680
0-186_split_1,7
0-186_split_2,6
0-186_split_3,1773
0-186_split_4,438
0-187_split_0,96
0-187_split_1,415
0-187_split_2,6
0-187_split_3,730
0-187_split_4,4
0-188_split_0,1871
0-188_split_1,4
0-188_split_2,1910
0-188_split_3,6
0-188_split_4,1409
0-189_split_0,3686
0-189_split_1,1362
0-189_split_2,37
0-189_split_3,29
0-190_split_1,517
0-190_split_2,120
0-190_split_3,81
0-190_split_4,16
0-191_split_1,5
0-191_split_2,4
0-192_split_0,283
0-192_split_1,1838
0-192_split_2,12
0-192_split_3,10
0-192_split_4,439
0-193_split_0,6
0-193_split_3,5
0-194_split_3,4
0-194_split_4,6
0-195_split_0,55
0-195_split_1,131
0-195_split_2,126
0-195_split_3,81
0-195_split_4,16
0-196_split_0,1193
0-196_split_1,6
0-196_split_2,4
0-196_split_3,236
0-196_split_4,156
0-197_split_0,4
0-197_split_3,5
1-0_split_0,6
1-0_split_1,211
1-0_split_2,1081
1-0_split_3,4
1-0_split_4,2797
1-1_split_1,6
1-1_split_2,1482
1-1_split_3,4
1-2_split_0,56
1-2_split_2,78
1-2_split_3,70
1-2_split_4,75
1-3_split_0,5
1-3_split_1,120
1-3_split_2,4
1-3_split_3,93
1-4_split_0,228
1-4_split_1,608
1-4_split_2,12
1-4_split_3,13
1-4_split_4,125
1-5_split_0,3
1-5_split_1,2
1-5_split_3,98
1-5_split_4,4
1-6_split_1,6
1-6_split_3,4
1-7_split_0,1005
1-7_split_1,10
1-7_split_2,678
1-7_split_3,1113
1-7_split_4,497
1-8_split_0,10
1-8_split_1,2
1-8_split_2,310
1-8_split_3,404
1-8_split_4,128
1-9_split_0,206
1-9_split_1,593
1-9_split_2,54
1-9_split_3,18
1-9_split_4,1148
1-10_split_1,44
1-10_split_2,131
1-10_split_3,60
1-10_split_4,43
1-11_split_0,6
1-11_split_1,34
1-11_split_2,96
1-11_split_3,2
1-11_split_4,3
1-12_split_0,40
1-12_split_1,28
1-12_split_2,198
1-12_split_3,120
1-12_split_4,11
1-13_split_0,4
1-13_split_1,326
1-13_split_2,6
1-13_split_3,900
1-13_split_4,1307
1-14_split_0,19
1-14_split_1,86
1-14_split_2,9
1-14_split_3,317
1-14_split_4,369
1-15_split_1,10
1-16_split_0,77
1-16_split_1,165
1-16_split_3,9
1-16_split_4,17
1-17_split_0,449
1-17_split_1,144
1-17_split_2,4
1-17_split_3,15
1-17_split_4,6
1-18_split_1,5
1-18_split_4,4
1-19_split_2,10
1-20_split_1,4
1-20_split_2,5
1-20_split_4,1966
1-21_split_0,7
1-22_split_0,499
1-22_split_1,157
1-22_split_2,6
1-22_split_3,4
1-22_split_4,2
1-23_split_4,9
1-24_split_1,4
1-24_split_3,6
1-25_split_0,129
1-25_split_1,2330
1-25_split_2,4
1-25_split_3,6
1-26_split_0,114
1-26_split_1,68
1-26_split_2,20
1-26_split_4,59
1-27_split_1,4
1-27_split_2,6
1-28_split_1,4
1-28_split_3,6
1-29_split_0,29
1-29_split_1,175
1-29_split_2,41
1-29_split_3,230
1-29_split_4,34
1-30_split_0,223
1-30_split_1,154
1-30_split_2,112
1-30_split_3,160
1-31_split_1,4
1-31_split_4,6
1-32_split_1,4
1-32_split_4,6
1-33_split_0,6
1-33_split_3,4
1-34_split_0,4
1-34_split_4,6
1-35_split_0,696
1-35_split_1,285
1-35_split_2,3116
1-35_split_3,10
1-35_split_4,112
1-36_split_0,98
1-36_split_1,49
1-36_split_2,930
1-36_split_3,1637
1-37_split_0,184
1-37_split_1,146
1-37_split_2,274
1-37_split_3,10
1-37_split_4,149
1-38_split_0,5
1-38_split_1,977
1-38_split_2,6
1-38_split_3,221
1-38_split_4,806
1-39_split_3,6
1-39_split_4,4
1-40_split_0,4
1-40_split_2,6
1-40_split_3,3816
1-41_split_2,6
1-41_split_3,5
1-42_split_2,10
1-43_split_2,4
1-43_split_3,6
1-44_split_3,2
1-44_split_4,3
1-45_split_0,4
1-45_split_1,6
1-46_split_1,3
1-46_split_3,2
1-47_split_0,623
1-47_split_1,9
1-47_split_2,579
1-47_split_3,701
1-47_split_4,862
1-48_split_3,4
1-48_split_4,6
1-49_split_0,4
1-49_split_1,1439
1-49_split_2,5
1-49_split_3,178
1-49_split_4,507
1-50_split_2,5
1-50_split_4,4
1-51_split_1,6
1-51_split_4,4
1-52_split_0,683
1-52_split_1,2964
1-52_split_2,6
1-52_split_3,4
1-52_split_4,112
1-53_split_1,3
1-53_split_2,2
1-54_split_1,6
1-54_split_2,4
1-55_split_0,486
1-55_split_1,536
1-55_split_2,3
1-55_split_3,9
1-55_split_4,151
1-56_split_0,6
1-56_split_4,4
1-57_split_0,5
1-57_split_4,4
1-58_split_0,102
1-58_split_1,50
1-58_split_2,9
1-58_split_3,220
1-58_split_4,244
1-59_split_0,8
1-59_split_1,30
1-59_split_2,57
1-59_split_3,164
1-59_split_4,607
1-60_split_0,152
1-60_split_1,267
1-60_split_2,1455
1-60_split_3,17
1-60_split_4,352
1-61_split_0,4
1-61_split_3,6
1-62_split_0,4
1-62_split_2,6
1-63_split_1,138
1-63_split_2,3171
1-63_split_3,910
1-64_split_0,93
1-64_split_1,51
1-64_split_2,10
1-64_split_3,52
1-64_split_4,24
1-65_split_0,6
1-65_split_1,915
1-65_split_2,1838
1-65_split_3,4
1-66_split_0,4
1-66_split_1,763
1-66_split_2,919
1-66_split_3,1302
1-66_split_4,6
1-67_split_0,1316
1-67_split_1,106
1-67_split_2,1883
1-67_split_3,568
1-67_split_4,10
1-68_split_0,808
1-68_split_1,1025
1-68_split_2,208
1-68_split_3,4063
1-68_split_4,1779
1-69_split_0,3
1-69_split_1,2
1-69_split_2,612
1-69_split_3,669
1-69_split_4,635
1-70_split_0,1794
1-70_split_1,3170
1-70_split_2,4
1-70_split_4,6
1-71_split_0,12
1-72_split_0,727
1-72_split_1,10
1-72_split_2,845
1-72_split_3,253
1-72_split_4,262
1-73_split_1,4
1-73_split_4,6
1-74_split_1,16
1-74_split_4,246
1-75_split_0,4
1-75_split_1,466
1-75_split_2,537
1-75_split_3,6
1-75_split_4,387
1-76_split_0,8
1-76_split_1,37
1-76_split_2,8
1-76_split_3,68
1-76_split_4,143
1-77_split_0,5391
1-77_split_1,1145
1-77_split_2,4
1-77_split_3,6
1-78_split_0,10
1-79_split_0,4
1-79_split_1,2525
1-79_split_2,6
1-79_split_3,408
1-79_split_4,2162
1-80_split_0,132
1-80_split_1,575
1-80_split_2,2050
1-80_split_3,6
1-80_split_4,4
1-81_split_1,4
1-81_split_3,6
1-82_split_0,206
1-82_split_1,4
1-82_split_2,168
1-82_split_3,6
1-82_split_4,387
1-83_split_0,192
1-83_split_1,2
1-83_split_2,39
1-83_split_3,36
1-84_split_0,1809
1-84_split_2,1280
1-84_split_3,509
1-84_split_4,9
1-85_split_1,6
1-85_split_4,4
1-86_split_2,21
1-87_split_0,112
1-87_split_1,11
1-87_split_4,741
1-88_split_2,10
1-89_split_0,57
1-89_split_1,83
1-89_split_2,1
1-89_split_3,29
1-89_split_4,98
1-90_split_0,6
1-90_split_1,532
1-90_split_2,198
1-90_split_3,140
1-90_split_4,4
1-91_split_0,2070
1-91_split_1,4
1-91_split_2,6
1-91_split_3,27
1-91_split_4,47
1-92_split_0,5
1-92_split_1,4
1-93_split_3,5
1-93_split_4,6
1-94_split_0,4
1-94_split_4,5
1-95_split_0,6
1-95_split_1,777
1-95_split_2,4
1-95_split_3,968
1-95_split_4,287
1-96_split_2,10
1-97_split_0,290
1-97_split_1,2742
1-97_split_2,283
1-97_split_3,9
1-97_split_4,685
1-98_split_0,4
1-98_split_1,239
1-98_split_2,6
1-98_split_3,261
1-98_split_4,255
1-99_split_0,73
1-100_split_0,6
1-100_split_2,4
1-101_split_1,4
1-101_split_4,6
1-102_split_0,708
1-102_split_1,991
1-102_split_2,348
1-102_split_3,6
1-102_split_4,4
1-103_split_0,4
1-103_split_4,5
1-104_split_0,2120
1-104_split_1,1712
1-104_split_2,4
1-104_split_3,29
1-104_split_4,6
1-105_split_0,18
1-105_split_1,55
1-105_split_2,6
1-105_split_3,4
1-105_split_4,24
1-106_split_1,6
1-106_split_3,4
1-107_split_2,4
1-107_split_3,6
1-108_split_0,825
1-108_split_1,124
1-108_split_2,680
1-108_split_3,404
1-108_split_4,17
1-109_split_0,18
1-109_split_4,9
1-110_split_0,564
1-110_split_1,1344
1-110_split_2,1181
1-110_split_3,6
1-110_split_4,7
1-111_split_0,6
1-111_split_4,4
1-112_split_0,7
1-112_split_1,6
1-112_split_2,352
1-112_split_3,1002
1-112_split_4,497
1-113_split_0,228
1-113_split_1,220
1-113_split_2,929
1-113_split_3,30
1-113_split_4,1723
1-114_split_0,16
1-114_split_1,995
1-114_split_2,1562
1-114_split_4,9
1-115_split_0,100
1-115_split_1,1073
1-115_split_2,147
1-115_split_3,81
1-115_split_4,670
1-116_split_0,6
1-116_split_1,148
1-116_split_2,2505
1-116_split_3,262
1-116_split_4,5
1-117_split_0,65
1-117_split_2,224
1-118_split_0,347
1-118_split_1,87
1-118_split_2,159
1-118_split_3,240
1-118_split_4,183
1-119_split_0,6
1-119_split_2,4
1-120_split_0,6
1-120_split_1,5
1-121_split_0,373
1-121_split_1,997
1-121_split_2,79
1-121_split_3,37
1-121_split_4,580
1-122_split_0,4
1-122_split_1,1559
1-122_split_2,6
1-122_split_3,412
1-122_split_4,531
1-123_split_3,4
1-123_split_4,5
1-124_split_2,8
1-124_split_3,15
1-125_split_1,21
1-125_split_4,184
1-126_split_0,137
1-126_split_1,6
1-126_split_2,135
1-126_split_3,910
1-126_split_4,6
1-127_split_0,407
1-127_split_1,1600
1-127_split_2,74
1-127_split_3,10
1-127_split_4,747
1-128_split_0,7
1-128_split_2,13
1-129_split_1,4
1-129_split_2,5
1-130_split_0,6
1-130_split_2,4
1-131_split_1,54
1-131_split_2,114
1-132_split_0,12
1-132_split_4,25
1-133_split_0,6
1-133_split_1,266
1-133_split_2,4
1-133_split_3,21
1-133_split_4,178
1-134_split_3,16
1-134_split_4,8
1-135_split_0,6
1-135_split_1,4
1-135_split_2,1372
1-135_split_3,775
1-136_split_0,6
1-136_split_1,4
1-137_split_0,7
1-137_split_1,14
1-137_split_2,282
1-137_split_3,191
1-137_split_4,252
1-138_split_0,133
1-138_split_2,20
1-138_split_3,118
1-138_split_4,242
1-139_split_2,3
1-139_split_3,4
1-140_split_1,4
1-140_split_3,6
1-141_split_1,4
1-141_split_2,6
1-142_split_0,93
1-142_split_1,9
1-142_split_2,60
1-142_split_3,26
1-142_split_4,354
1-143_split_0,2416
1-143_split_1,6
1-143_split_2,2551
1-143_split_4,6
1-144_split_1,99
1-144_split_3,155
1-144_split_4,206
1-145_split_0,382
1-145_split_1,2254
1-146_split_0,6
1-146_split_1,4
1-146_split_2,336
1-146_split_3,68
1-146_split_4,297
1-147_split_1,6
1-147_split_2,7
1-148_split_0,6
1-148_split_1,1254
1-148_split_2,4
1-148_split_3,852
1-148_split_4,100
1-149_split_1,64
1-149_split_3,103
1-150_split_0,341
1-150_split_1,2578
1-150_split_2,1577
1-150_split_3,4
1-150_split_4,6
1-152_split_0,271
1-152_split_1,222
1-152_split_2,221
1-152_split_3,1403
1-152_split_4,55
1-153_split_1,6
1-153_split_2,4
1-154_split_0,620
1-154_split_1,52
1-154_split_2,17
1-154_split_3,393
1-154_split_4,61
1-155_split_2,4
1-155_split_4,6
1-156_split_0,59
1-156_split_1,11
1-156_split_2,270
1-156_split_3,998
1-156_split_4,1585
1-157_split_0,2942
1-157_split_1,957
1-157_split_2,4
1-157_split_3,6
1-157_split_4,1066
1-158_split_0,102
1-158_split_1,61
1-158_split_2,10
1-158_split_3,145
1-158_split_4,27
1-159_split_3,195
1-159_split_4,28
1-160_split_2,6
1-160_split_3,4
1-161_split_3,229
1-162_split_0,38
1-162_split_4,10
1-163_split_0,20
1-163_split_3,10
1-164_split_0,4
1-164_split_2,3430
1-164_split_3,6
1-164_split_4,1853
1-165_split_0,435
1-165_split_1,1454
1-165_split_2,18
1-165_split_3,421
1-165_split_4,166
1-166_split_1,4
1-166_split_3,6
1-167_split_0,5
1-167_split_2,4
1-168_split_2,4
1-168_split_3,6
1-169_split_1,4
1-169_split_2,5
1-170_split_2,4
1-170_split_4,6
1-171_split_0,393
1-171_split_1,6
1-171_split_2,4
1-171_split_3,977
1-171_split_4,789
1-172_split_1,6
1-172_split_2,3644
1-172_split_4,4
1-173_split_0,392
1-173_split_1,4
1-173_split_2,177
1-173_split_3,6
1-173_split_4,129
1-174_split_0,9
1-174_split_2,19
1-174_split_4,1415
1-175_split_0,2
1-175_split_2,3
1-176_split_0,92
1-176_split_1,85
1-176_split_2,508
1-176_split_3,92
1-176_split_4,733
1-177_split_0,8
1-177_split_2,14
1-177_split_4,4156
1-178_split_0,570
1-178_split_1,6
1-178_split_2,377
1-178_split_4,4
1-179_split_1,10
1-179_split_2,258
1-179_split_3,49
1-179_split_4,72
1-180_split_0,211
1-180_split_1,4
1-180_split_2,88
1-180_split_3,6
1-180_split_4,36
1-181_split_0,175
1-181_split_1,469
1-181_split_2,1442
1-181_split_3,84
1-181_split_4,3481
1-182_split_0,16
1-182_split_1,16
1-182_split_2,1044
1-182_split_3,9
1-182_split_4,288
1-183_split_0,6
1-183_split_4,4
1-184_split_0,7
1-184_split_1,6
1-184_split_2,385
1-184_split_3,516
1-184_split_4,4
1-185_split_0,85
1-185_split_3,1043
1-185_split_4,160
1-186_split_0,1066
1-186_split_1,325
1-186_split_2,6
1-186_split_3,4
1-186_split_4,3143
1-187_split_0,4
1-187_split_4,6
1-188_split_3,3
1-188_split_4,2
1-189_split_0,307
1-189_split_1,93
1-189_split_2,36
1-189_split_3,316
1-189_split_4,953
1-190_split_0,6
1-190_split_1,7
1-190_split_3,32
1-190_split_4,38
1-191_split_3,414
1-192_split_0,18
1-192_split_2,8
1-193_split_0,4
1-193_split_2,314
1-193_split_3,6
1-193_split_4,1372
1-194_split_2,1916
1-194_split_4,9
1-195_split_0,4
1-195_split_2,6
1-196_split_0,1688
1-196_split_1,9
1-196_split_2,4133
1-196_split_3,934
1-196_split_4,19
2-0_split_0,5
2-0_split_1,180
2-0_split_2,271
2-0_split_4,4
2-1_split_0,445
2-1_split_1,128
2-1_split_2,4
