,0
8-128_split_1,93
8-128_split_2,25
8-128_split_4,458
8-129_split_0,19
8-129_split_2,194
8-129_split_3,9
8-129_split_4,281
8-130_split_0,193
8-130_split_3,37
8-130_split_4,1
8-131_split_0,224
8-131_split_1,5
8-131_split_2,93
8-131_split_3,4
8-132_split_0,10
8-132_split_1,134
8-133_split_0,111
8-133_split_1,21
8-133_split_2,16
8-133_split_3,24
8-133_split_4,52
8-134_split_2,55
8-134_split_4,56
8-135_split_0,19
8-135_split_2,56
8-135_split_3,150
8-136_split_0,112
8-136_split_1,4
8-136_split_3,241
8-136_split_4,5
8-137_split_0,80
8-137_split_2,16
8-137_split_3,100
8-137_split_4,32
8-138_split_1,55
8-138_split_2,3
8-138_split_3,10
8-139_split_0,77
8-139_split_2,4
8-139_split_4,6
8-140_split_0,6
8-140_split_1,14
8-140_split_2,75
8-141_split_0,7
8-141_split_2,6
8-142_split_0,10
8-142_split_2,42
8-142_split_4,126
8-143_split_2,349
8-143_split_4,51
8-144_split_1,183
8-144_split_2,235
8-144_split_3,102
8-144_split_4,41
8-145_split_0,4
8-145_split_1,517
8-145_split_4,5
8-146_split_3,70
8-147_split_3,10
8-148_split_0,5
8-148_split_1,233
8-148_split_4,4
8-149_split_1,19
8-149_split_2,20
8-149_split_3,191
8-150_split_2,167
8-151_split_0,16
8-151_split_1,209
8-151_split_2,84
8-151_split_4,138
8-152_split_2,150
8-152_split_4,120
8-153_split_0,92
8-153_split_3,84
8-153_split_4,197
8-154_split_1,267
8-154_split_3,10
8-155_split_0,40
8-155_split_2,187
8-155_split_3,22
8-156_split_0,48
8-156_split_3,51
8-157_split_3,4
8-157_split_4,6
8-158_split_1,168
8-158_split_2,16
8-158_split_4,141
8-159_split_0,10
8-159_split_1,9
8-159_split_3,16
8-159_split_4,340
8-160_split_1,4
8-160_split_4,4
8-161_split_0,5
8-162_split_0,96
8-162_split_3,9
8-162_split_4,146
8-163_split_2,21
8-163_split_4,10
8-164_split_0,18
8-164_split_1,233
8-164_split_2,12
8-164_split_4,69
8-165_split_0,20
8-165_split_1,147
8-165_split_3,16
8-165_split_4,19
8-166_split_0,7
8-166_split_1,180
8-166_split_4,7
8-167_split_2,80
8-167_split_3,144
8-168_split_0,249
8-168_split_1,152
8-169_split_0,4
8-169_split_2,5
8-170_split_1,66
8-170_split_2,18
8-170_split_4,22
8-171_split_1,5
8-171_split_4,4
8-172_split_2,77
8-172_split_3,101
8-173_split_1,6
8-173_split_2,6
8-174_split_2,199
8-174_split_3,66
8-175_split_3,34
8-175_split_4,174
8-176_split_1,42
8-176_split_2,6
8-176_split_4,4
8-177_split_2,97
8-177_split_4,293
8-178_split_0,121
8-178_split_2,207
8-178_split_3,130
8-179_split_1,8
8-179_split_2,380
8-179_split_3,7
8-180_split_1,6
8-180_split_3,4
8-182_split_0,319
8-182_split_1,22
8-182_split_4,10
8-183_split_0,107
8-183_split_1,144
8-183_split_2,40
8-183_split_3,86
8-183_split_4,5
8-184_split_0,3
8-184_split_1,299
8-184_split_2,81
8-184_split_3,2
8-185_split_3,106
8-185_split_4,71
8-186_split_0,10
8-186_split_1,101
8-186_split_2,46
8-186_split_3,182
8-186_split_4,47
8-187_split_3,6
8-187_split_4,17
8-188_split_1,179
8-188_split_2,35
8-188_split_4,16
8-189_split_1,53
8-189_split_3,19
8-190_split_1,141
8-190_split_3,382
8-191_split_1,144
8-191_split_3,565
8-192_split_0,109
8-193_split_1,97
8-193_split_3,9
8-193_split_4,8
8-194_split_0,4
8-194_split_1,6
8-195_split_0,118
8-195_split_1,101
8-195_split_4,216
8-196_split_0,97
8-196_split_1,115
8-196_split_4,26
8-197_split_2,8
8-197_split_3,16
8-198_split_3,10
8-198_split_4,107
9-0_split_1,2
9-0_split_3,8
9-0_split_4,23
9-1_split_0,8
9-1_split_4,22
9-2_split_1,46
9-2_split_3,19
9-2_split_4,8
9-3_split_0,22
9-3_split_4,8
9-4_split_0,3
9-4_split_1,19
9-4_split_3,8
9-5_split_0,24
9-5_split_1,8
9-6_split_2,8
9-6_split_3,19
9-7_split_1,3
9-7_split_3,2
9-8_split_2,26
9-9_split_4,27
9-10_split_0,11
9-10_split_3,19
9-11_split_0,8
9-11_split_1,19
9-11_split_4,3
9-13_split_0,8
9-13_split_2,5
9-14_split_0,9
9-14_split_3,22
9-15_split_2,105
9-15_split_4,6
9-16_split_3,69
9-16_split_4,39
9-17_split_0,8
9-17_split_2,10
9-17_split_4,9
9-18_split_2,43
9-18_split_3,4
9-18_split_4,4
9-19_split_1,8
9-19_split_2,74
9-19_split_3,18
9-20_split_2,30
9-20_split_4,33
9-21_split_0,16
9-21_split_2,8
9-21_split_3,15
9-22_split_4,30
9-23_split_0,59
9-23_split_3,50
9-24_split_4,90
9-25_split_3,22
9-25_split_4,8
9-26_split_1,9
9-26_split_2,18
9-26_split_3,7
9-27_split_2,23
9-27_split_4,8
9-28_split_0,8
9-28_split_3,23
9-28_split_4,15
9-29_split_0,10
9-29_split_3,8
9-30_split_0,5
9-31_split_1,28
9-31_split_3,12
9-31_split_4,50
9-32_split_0,24
9-32_split_2,14
9-33_split_1,8
9-33_split_4,18
9-34_split_0,8
9-34_split_2,24
9-35_split_0,9
9-35_split_1,8
9-36_split_1,22
9-36_split_3,8
9-37_split_1,36
9-38_split_0,11
9-38_split_2,19
9-38_split_3,8
9-38_split_4,14
9-39_split_4,8
9-40_split_2,8
9-40_split_3,19
9-41_split_1,16
9-41_split_3,33
9-42_split_1,11
9-42_split_4,22
9-43_split_1,3
9-43_split_3,33
9-44_split_0,23
9-44_split_1,8
9-45_split_1,19
9-45_split_4,8
9-46_split_0,13
9-47_split_1,8
9-47_split_3,19
9-48_split_1,96
9-48_split_2,8
9-48_split_4,22
9-49_split_0,56
9-49_split_2,9
9-49_split_3,28
9-50_split_1,27
9-50_split_2,1
9-51_split_0,13
9-51_split_1,22
9-51_split_3,8
9-52_split_0,5
9-52_split_4,8
9-53_split_0,19
9-53_split_3,26
9-53_split_4,10
9-54_split_0,26
9-54_split_4,7
9-55_split_0,8
9-55_split_1,23
9-56_split_0,147
9-57_split_1,27
9-57_split_3,49
9-58_split_2,27
9-58_split_3,47
9-59_split_0,50
9-59_split_1,8
9-59_split_2,22
9-60_split_1,27
9-60_split_2,9
9-60_split_4,61
9-61_split_3,19
9-61_split_4,8
9-62_split_1,23
9-62_split_2,7
9-62_split_4,8
9-63_split_0,5
9-63_split_1,7
9-63_split_2,59
9-63_split_4,61
9-64_split_2,35
9-65_split_0,8
9-65_split_3,11
9-65_split_4,8
9-66_split_1,19
9-66_split_2,8
9-67_split_0,15
9-67_split_2,8
9-67_split_3,23
9-68_split_0,18
9-68_split_2,8
9-68_split_3,98
9-69_split_0,10
9-69_split_1,17
9-69_split_2,8
9-69_split_3,13
9-70_split_1,13
9-70_split_3,6
9-71_split_1,2
9-71_split_3,3
9-72_split_2,2
9-72_split_3,3
9-73_split_2,12
9-73_split_3,8
9-73_split_4,21
9-74_split_3,15
9-74_split_4,37
9-75_split_3,46
9-75_split_4,31
9-76_split_2,28
9-77_split_1,19
9-77_split_4,14
9-78_split_1,8
9-78_split_2,10
9-78_split_3,12
9-79_split_0,19
9-79_split_2,8
9-79_split_3,3
9-80_split_0,9
9-80_split_1,24
9-81_split_1,1
9-81_split_2,3
9-81_split_3,2
9-82_split_1,46
9-82_split_2,79
9-83_split_1,8
9-83_split_3,19
9-84_split_0,23
9-84_split_2,9
9-85_split_4,55
9-86_split_0,2
9-86_split_1,3
9-87_split_0,10
9-87_split_2,19
9-87_split_3,10
9-88_split_0,6
9-88_split_2,8
9-88_split_4,23
9-89_split_1,20
9-89_split_2,3
9-89_split_3,8
9-90_split_0,8
9-90_split_2,19
9-91_split_2,8
9-91_split_3,19
9-92_split_0,11
9-92_split_1,22
9-92_split_3,8
9-93_split_1,2
9-93_split_2,3
9-94_split_4,110
9-95_split_2,18
9-95_split_3,93
9-96_split_1,19
9-96_split_3,35
9-96_split_4,8
9-97_split_0,24
9-97_split_3,8
9-97_split_4,22
9-99_split_0,26
9-100_split_0,8
9-100_split_2,19
9-100_split_4,8
9-101_split_0,21
9-101_split_1,8
9-101_split_3,14
9-102_split_0,49
9-103_split_2,2
9-103_split_4,3
9-104_split_0,22
9-104_split_4,14
9-105_split_1,92
9-106_split_4,51
9-107_split_1,5
9-108_split_3,14
9-108_split_4,22
9-109_split_1,17
9-109_split_3,8
9-110_split_1,35
9-110_split_3,113
9-111_split_1,60
9-111_split_2,26
9-113_split_0,19
9-113_split_1,8
9-114_split_0,5
9-115_split_4,52
9-116_split_0,48
9-116_split_2,23
9-117_split_1,8
9-117_split_3,19
9-118_split_3,9
9-118_split_4,19
9-119_split_2,52
9-119_split_3,17
9-119_split_4,40
9-120_split_2,7
9-120_split_4,17
9-121_split_4,12
9-122_split_1,8
9-122_split_2,20
9-123_split_2,26
9-123_split_3,126
9-124_split_1,11
9-124_split_2,82
9-125_split_0,10
9-125_split_3,18
9-125_split_4,46
9-126_split_0,19
9-126_split_4,12
9-127_split_0,9
9-127_split_3,18
9-127_split_4,52
9-128_split_2,53
9-128_split_3,32
9-129_split_1,21
9-129_split_2,14
9-130_split_1,24
9-130_split_2,10
9-130_split_4,8
9-131_split_0,9
9-131_split_2,19
9-132_split_0,54
9-132_split_1,19
9-132_split_2,8
9-132_split_4,28
9-133_split_0,6
9-133_split_1,2
9-133_split_4,3
9-134_split_0,25
9-134_split_1,16
9-134_split_2,8
9-135_split_1,21
9-135_split_2,8
9-135_split_4,10
9-136_split_0,8
9-136_split_2,82
9-136_split_3,9
9-136_split_4,19
9-137_split_2,61
9-137_split_4,26
9-138_split_0,34
9-138_split_3,19
9-139_split_0,19
9-139_split_1,47
9-139_split_2,8
9-140_split_0,10
9-140_split_3,21
9-141_split_0,8
9-141_split_1,21
9-142_split_2,8
9-142_split_3,24
9-143_split_0,22
9-143_split_1,8
9-144_split_1,11
9-144_split_2,8
9-144_split_3,31
9-145_split_0,20
9-145_split_4,54
9-146_split_0,46
9-146_split_3,76
9-146_split_4,19
9-147_split_0,40
9-147_split_1,16
9-147_split_3,9
9-148_split_1,37
9-148_split_4,34
9-149_split_0,8
9-149_split_3,23
9-150_split_1,58
9-150_split_2,7
9-151_split_0,37
9-151_split_3,20
9-152_split_1,8
9-152_split_3,53
9-153_split_0,21
9-153_split_2,29
9-153_split_3,23
9-154_split_0,24
9-154_split_4,47
9-156_split_0,5
9-156_split_2,8
9-156_split_4,23
9-157_split_0,41
9-157_split_1,22
9-157_split_4,14
9-158_split_0,10
9-158_split_1,8
9-158_split_2,11
9-158_split_3,5
9-159_split_2,16
9-159_split_4,28
9-160_split_1,8
9-160_split_2,55
9-160_split_3,23
9-161_split_0,11
9-161_split_1,15
9-161_split_2,17
9-162_split_1,93
9-162_split_4,35
9-163_split_1,71
9-163_split_3,11
9-164_split_1,9
9-164_split_3,40
9-164_split_4,21
9-165_split_0,25
9-165_split_2,8
9-166_split_0,11
9-166_split_1,23
9-167_split_1,44
9-167_split_4,34
9-168_split_1,21
9-168_split_4,8
9-169_split_1,71
9-169_split_3,17
9-171_split_0,105
9-171_split_1,8
9-172_split_3,27
9-173_split_2,10
9-173_split_3,66
9-174_split_1,20
9-174_split_2,19
9-174_split_3,8
9-175_split_0,8
9-175_split_1,37
9-175_split_2,19
9-176_split_3,86
9-176_split_4,35
9-177_split_2,87
9-177_split_3,23
9-178_split_0,25
9-178_split_2,9
9-178_split_3,8
9-179_split_1,29
9-179_split_2,83
9-180_split_4,27
9-181_split_0,45
9-181_split_1,8
9-181_split_4,7
9-182_split_0,6
9-182_split_2,14
9-182_split_3,13
9-183_split_0,8
9-183_split_4,21
9-184_split_1,8
9-184_split_2,35
9-184_split_3,19
9-185_split_3,66
9-186_split_1,29
9-187_split_0,65
9-187_split_2,27
9-188_split_0,10
9-188_split_4,52
9-189_split_0,71
9-189_split_1,8
9-189_split_2,21
9-190_split_0,119
9-190_split_3,26
9-191_split_0,8
9-191_split_2,18
9-192_split_0,8
9-192_split_1,85
9-192_split_2,10
9-192_split_3,19
9-193_split_1,21
9-193_split_4,8
9-194_split_2,88
9-195_split_2,29
9-195_split_4,29
9-196_split_1,61
9-197_split_1,20
9-197_split_2,111
10-0_split_0,6
10-0_split_1,4
10-0_split_4,248
10-1_split_0,4
10-1_split_1,6
10-1_split_4,43
10-2_split_2,6
10-2_split_4,4
10-3_split_1,10
10-3_split_2,100
10-3_split_4,85
10-4_split_0,6
10-4_split_1,230
10-4_split_2,4
10-5_split_1,6
10-5_split_2,4
10-6_split_0,136
10-6_split_2,25
10-6_split_4,272
10-7_split_1,556
10-7_split_4,123
10-8_split_0,188
10-8_split_1,4
10-8_split_2,137
10-8_split_4,6
10-9_split_0,6
10-9_split_1,4
10-9_split_4,289
10-10_split_3,69
10-10_split_4,184
10-11_split_3,10
10-12_split_0,4
10-12_split_3,160
10-12_split_4,6
10-13_split_2,9
10-13_split_4,222
10-14_split_2,2
10-14_split_3,3
10-15_split_1,6
10-15_split_2,63
10-15_split_3,167
10-15_split_4,4
10-16_split_0,6
10-16_split_4,5
10-17_split_2,6
10-17_split_4,4
10-18_split_0,72
10-18_split_1,15
10-18_split_2,20
10-18_split_3,8
10-18_split_4,20
10-19_split_0,105
10-19_split_1,203
10-19_split_2,15
10-19_split_3,225
10-19_split_4,46
10-20_split_2,227
10-20_split_3,4
10-20_split_4,6
10-21_split_0,117
10-21_split_1,52
10-21_split_2,7
10-21_split_3,7
10-22_split_0,4
10-22_split_3,6
10-23_split_1,4
10-23_split_2,5
10-23_split_3,85
10-23_split_4,4
10-24_split_1,4
10-24_split_2,6
10-25_split_3,6
10-25_split_4,4
10-26_split_0,4
10-26_split_3,6
10-27_split_1,131
10-27_split_2,4
10-27_split_4,5
10-28_split_1,70
10-28_split_2,37
10-28_split_4,127
10-29_split_0,6
10-29_split_1,4
10-30_split_0,3
10-30_split_4,4
10-31_split_0,6
10-31_split_1,161
10-31_split_2,5
10-31_split_3,57
10-31_split_4,197
10-32_split_1,6
10-32_split_2,4
10-33_split_1,10
10-34_split_1,416
10-34_split_2,40
10-34_split_3,146
10-34_split_4,81
10-35_split_0,187
10-35_split_1,22
10-35_split_4,16
10-36_split_2,4
10-36_split_3,558
10-36_split_4,6
10-37_split_0,6
10-37_split_1,38
10-37_split_2,4
10-38_split_1,6
10-38_split_2,4
10-38_split_3,133
10-39_split_0,4
10-39_split_1,5
10-40_split_0,27
10-40_split_1,164
10-40_split_2,192
10-40_split_3,163
10-41_split_0,25
10-41_split_1,16
10-41_split_2,435
10-42_split_4,9
10-43_split_0,4
10-43_split_2,6
10-44_split_0,4
10-44_split_4,6
10-45_split_1,208
10-45_split_2,6
10-45_split_3,96
10-45_split_4,4
10-46_split_1,41
10-46_split_2,148
10-46_split_3,4
10-46_split_4,6
10-47_split_0,79
10-47_split_1,41
10-47_split_2,32
10-47_split_3,4
10-47_split_4,3
10-48_split_2,6
10-48_split_4,4
10-49_split_1,10
10-50_split_1,6
10-50_split_2,4
10-51_split_0,6
10-51_split_2,4
10-52_split_1,4
10-52_split_2,5
10-53_split_0,7
10-53_split_1,61
10-53_split_2,4
10-53_split_3,101
10-53_split_4,51
10-54_split_2,6
10-54_split_4,4
10-55_split_0,137
10-55_split_1,27
10-55_split_2,62
10-55_split_3,59
10-56_split_0,6
10-56_split_3,4
10-56_split_4,186
10-57_split_0,44
10-57_split_1,10
10-57_split_2,29
10-57_split_4,22
10-58_split_1,119
10-58_split_2,52
10-58_split_3,27
10-58_split_4,36
10-59_split_2,4
10-59_split_3,493
10-59_split_4,6
10-60_split_0,56
10-60_split_2,156
10-60_split_3,16
10-60_split_4,87
10-61_split_1,177
10-61_split_2,4
10-61_split_3,6
10-62_split_0,235
10-62_split_1,24
10-62_split_2,55
10-62_split_3,44
10-62_split_4,46
10-63_split_3,48
10-63_split_4,108
10-64_split_2,4
10-64_split_3,5
10-64_split_4,6
10-65_split_1,66
10-65_split_2,70
10-65_split_3,159
10-65_split_4,4
10-66_split_0,103
10-66_split_1,81
10-66_split_3,77
10-67_split_0,4
10-67_split_4,6
10-68_split_0,3
10-68_split_1,110
10-68_split_2,2
10-69_split_0,6
10-69_split_3,124
10-69_split_4,4
10-70_split_0,75
10-70_split_1,6
10-70_split_2,321
10-70_split_3,5
10-71_split_0,6
10-71_split_1,4
10-71_split_2,31
10-71_split_3,175
10-72_split_1,106
10-72_split_2,4
10-72_split_3,6
10-73_split_0,10
10-73_split_2,120
10-74_split_0,6
10-74_split_2,25
10-74_split_4,4
10-75_split_1,6
10-75_split_2,4
10-76_split_0,80
10-76_split_4,5
10-77_split_0,4
10-77_split_1,6
10-77_split_3,226
10-78_split_3,4
10-78_split_4,6
10-79_split_2,107
10-79_split_4,10
10-80_split_1,6
10-80_split_2,219
10-80_split_3,4
10-82_split_2,103
10-82_split_3,101
10-82_split_4,14
10-83_split_1,77
10-83_split_4,9
10-84_split_1,4
10-84_split_4,6
10-85_split_0,290
10-85_split_2,4
10-85_split_3,5
10-86_split_0,127
10-86_split_1,78
10-86_split_2,46
10-86_split_3,95
10-86_split_4,256
10-87_split_0,6
10-87_split_2,5
10-88_split_0,45
10-88_split_2,6
10-88_split_4,4
10-89_split_1,4
10-89_split_2,6
10-90_split_0,73
10-90_split_2,132
10-90_split_4,95
10-91_split_1,6
10-91_split_2,4
10-92_split_0,7
10-92_split_1,65
10-92_split_3,88
10-92_split_4,66
10-93_split_2,4
10-93_split_4,6
10-94_split_0,5
10-94_split_2,4
10-95_split_0,4
10-95_split_2,387
10-95_split_3,6
10-96_split_0,4
10-96_split_4,4
10-97_split_1,76
10-97_split_3,4
10-97_split_4,6
10-98_split_2,10
10-99_split_0,613
10-99_split_2,32
10-99_split_4,63
10-100_split_1,6
10-100_split_2,4
10-101_split_1,283
10-101_split_2,9
10-101_split_4,16
10-102_split_1,4
10-102_split_2,6
10-104_split_1,4
10-104_split_3,6
10-105_split_1,4
10-105_split_4,6
10-106_split_0,10
10-106_split_2,14
10-107_split_0,6
10-107_split_3,6
10-108_split_0,189
10-108_split_1,170
10-108_split_3,6
10-108_split_4,326
10-109_split_0,5
10-109_split_2,279
10-109_split_3,46
10-109_split_4,53
10-110_split_1,6
10-110_split_3,4
10-110_split_4,42
10-111_split_0,6
10-111_split_1,4
10-111_split_3,270
10-112_split_0,362
10-112_split_1,65
10-112_split_3,121
10-112_split_4,42
10-113_split_1,581
10-113_split_2,5
10-113_split_4,6
10-114_split_1,77
10-114_split_2,7
10-114_split_3,7
10-114_split_4,238
10-115_split_0,3
10-115_split_4,2
10-116_split_1,4
10-116_split_3,5
10-116_split_4,195
10-117_split_0,17
10-117_split_1,9
10-118_split_1,51
10-118_split_2,140
10-119_split_2,6
10-119_split_3,4
10-120_split_0,38
10-120_split_2,129
10-120_split_3,49
10-121_split_0,191
10-121_split_2,6
10-121_split_4,4
10-122_split_0,21
10-122_split_1,113
10-122_split_2,14
10-123_split_0,77
10-123_split_1,424
10-124_split_2,113
10-124_split_3,17
10-125_split_1,127
10-125_split_3,20
10-125_split_4,90
10-126_split_0,6
10-126_split_2,6
10-126_split_4,115
10-128_split_0,4
10-128_split_1,52
10-128_split_4,6
10-129_split_0,34
10-129_split_2,68
10-129_split_4,116
10-130_split_0,14
10-130_split_3,9
10-131_split_2,9
10-132_split_0,340
10-132_split_2,10
10-133_split_0,6
10-133_split_1,331
10-133_split_3,23
10-133_split_4,5
10-134_split_0,177
10-134_split_1,4
10-134_split_4,6
10-135_split_0,11
10-135_split_2,88
10-135_split_3,9
10-135_split_4,18
10-136_split_0,6
10-136_split_1,4
10-136_split_4,340
10-137_split_0,307
10-137_split_2,5
10-137_split_4,4
10-138_split_3,29
10-138_split_4,32
10-139_split_0,70
10-139_split_3,4
10-139_split_4,5
10-140_split_1,86
10-140_split_2,74
10-140_split_4,294
10-141_split_0,54
10-141_split_1,251
10-141_split_2,52
10-141_split_3,10
10-141_split_4,10
10-142_split_0,4
10-142_split_2,380
10-142_split_3,6
10-143_split_2,201
10-143_split_3,10
10-143_split_4,244
10-144_split_0,267
10-144_split_2,6
10-144_split_3,4
10-145_split_0,98
10-145_split_1,17
10-145_split_2,478
10-145_split_4,13
10-146_split_2,33
10-146_split_3,138
10-146_split_4,154
10-147_split_0,4
10-147_split_1,223
10-147_split_3,5
10-148_split_0,345
10-148_split_1,12
10-148_split_2,7
10-149_split_0,4
10-149_split_1,96
10-149_split_2,70
10-149_split_3,6
10-149_split_4,15
10-150_split_0,4
10-150_split_2,6
10-151_split_1,10
10-152_split_0,21
10-152_split_1,51
10-152_split_3,1
10-153_split_0,42
10-153_split_1,4
10-153_split_2,188
10-153_split_4,6
10-154_split_0,149
10-154_split_1,40
10-154_split_4,125
10-155_split_0,385
10-155_split_3,6
10-155_split_4,7
10-156_split_1,4
10-156_split_4,6
10-157_split_0,13
10-157_split_4,54
10-158_split_2,10
10-158_split_3,159
10-159_split_1,5
10-159_split_2,4
10-159_split_3,382
10-160_split_0,44
10-160_split_1,9
10-160_split_2,17
10-160_split_4,298
10-161_split_2,20
10-161_split_3,110
10-161_split_4,101
10-162_split_3,4
10-162_split_4,6
10-163_split_1,6
10-163_split_3,4
10-163_split_4,282
10-164_split_1,185
10-164_split_2,213
10-164_split_4,42
10-165_split_0,5
10-165_split_3,173
10-165_split_4,6
10-166_split_0,201
10-166_split_1,9
10-166_split_3,16
10-166_split_4,348
10-167_split_0,5
10-167_split_1,74
10-167_split_2,444
10-167_split_3,116
10-167_split_4,4
10-168_split_0,384
10-168_split_2,64
10-168_split_4,77
10-169_split_0,306
10-169_split_1,69
10-169_split_2,10
10-169_split_3,170
10-169_split_4,103
10-170_split_1,4
10-170_split_2,125
10-170_split_4,6
10-171_split_0,5
10-172_split_1,6
10-172_split_3,5
10-173_split_0,6
10-173_split_2,393
10-173_split_4,4
10-174_split_2,375
10-174_split_3,6
10-174_split_4,4
10-175_split_1,133
10-175_split_2,4
10-175_split_3,202
10-175_split_4,6
10-176_split_0,210
10-176_split_3,326
10-177_split_0,6
10-177_split_2,4
10-177_split_4,194
10-178_split_0,122
10-179_split_0,102
10-179_split_1,136
10-179_split_2,45
10-179_split_3,53
10-179_split_4,61
10-180_split_0,54
10-180_split_1,4
10-180_split_2,5
10-181_split_0,4
10-181_split_1,5
10-181_split_2,41
10-181_split_4,93
10-182_split_2,130
10-182_split_3,9
10-182_split_4,11
10-183_split_1,10
10-184_split_0,5
10-184_split_1,6
10-184_split_3,441
10-185_split_2,4
10-185_split_3,6
10-185_split_4,36
10-186_split_0,6
10-186_split_2,4
10-186_split_3,28
10-187_split_0,94
10-187_split_1,32
10-187_split_4,215
10-188_split_1,2
10-188_split_3,169
10-188_split_4,3
10-189_split_0,113
10-189_split_1,5
10-189_split_2,238
10-189_split_4,4
10-190_split_0,6
10-190_split_1,4
10-191_split_2,9
10-191_split_3,170
10-191_split_4,411
10-192_split_3,10
10-193_split_0,6
10-193_split_2,37
10-193_split_4,4
10-194_split_0,140
10-194_split_2,7
10-194_split_3,6
10-194_split_4,174
10-195_split_0,198
10-195_split_1,4
10-195_split_4,6
10-196_split_0,4
10-196_split_3,91
10-196_split_4,6
10-197_split_2,65
10-197_split_3,14
10-197_split_4,260
10-198_split_1,326
10-198_split_2,136
10-198_split_3,49
10-199_split_2,98
10-199_split_3,238
10-199_split_4,312
11-0_split_0,3
11-0_split_3,2
11-0_split_4,19
11-1_split_1,6
11-1_split_2,4
11-1_split_3,12
11-1_split_4,58
11-2_split_3,10
11-2_split_4,17
11-3_split_1,92
11-3_split_3,6
11-3_split_4,6
11-4_split_0,4
11-4_split_3,6
11-5_split_1,36
11-6_split_0,6
11-6_split_2,6
11-7_split_0,84
11-7_split_4,11
11-8_split_0,4
11-8_split_2,5
11-9_split_2,21
11-9_split_3,10
11-10_split_0,4
11-10_split_2,39
11-10_split_4,6
11-11_split_0,89
11-11_split_1,6
11-11_split_4,4
11-12_split_1,87
11-12_split_2,9
11-13_split_2,4
11-13_split_4,5
11-14_split_0,3
11-14_split_2,4
11-14_split_3,6
11-14_split_4,10
11-15_split_2,6
11-15_split_4,4
11-16_split_2,10
11-17_split_0,38
11-17_split_1,4
11-17_split_3,5
11-18_split_0,6
11-18_split_1,4
11-18_split_2,39
11-19_split_2,6
11-19_split_4,10
11-20_split_1,4
11-20_split_4,6
11-21_split_0,10
11-21_split_2,1
11-22_split_0,23
11-22_split_3,6
11-22_split_4,5
11-23_split_0,6
11-23_split_1,4
11-23_split_2,61
11-23_split_4,8
11-24_split_0,6
11-24_split_3,4
11-25_split_1,4
11-25_split_2,6
11-26_split_2,40
11-26_split_3,4
11-26_split_4,6
11-27_split_1,10
11-28_split_1,3
11-28_split_3,3
11-28_split_4,2
11-29_split_2,6
11-29_split_4,4
11-30_split_0,5
11-30_split_4,4
11-31_split_0,4
11-31_split_4,6
11-32_split_0,65
11-32_split_1,10
11-32_split_2,29
11-33_split_2,6
11-33_split_4,4
11-34_split_0,6
11-34_split_2,4
11-35_split_0,10
11-35_split_3,2
11-35_split_4,18
11-36_split_3,10
11-37_split_0,4
11-37_split_2,6
11-38_split_0,23
11-38_split_3,10
11-39_split_2,6
11-39_split_4,4
11-40_split_0,10
11-40_split_1,11
11-41_split_1,98
11-42_split_2,6
11-42_split_3,4
11-42_split_4,31
11-43_split_0,6
11-43_split_3,30
11-44_split_2,5
11-44_split_3,4
11-45_split_2,4
11-45_split_3,4
11-45_split_4,6
11-46_split_1,2
11-46_split_4,3
11-47_split_1,35
11-47_split_4,2
11-48_split_0,36
11-48_split_2,10
11-48_split_4,24
11-49_split_1,4
11-49_split_3,5
11-50_split_1,23
11-50_split_3,9
11-51_split_1,4
11-51_split_4,5
11-52_split_0,4
11-52_split_1,6
11-52_split_2,52
11-53_split_2,10
11-53_split_4,5
11-54_split_0,1
11-54_split_2,116
11-54_split_3,10
11-55_split_0,4
11-55_split_1,6
11-56_split_2,65
11-56_split_3,4
11-56_split_4,6
11-57_split_1,4
11-57_split_3,6
11-58_split_3,8
11-58_split_4,16
11-59_split_1,4
11-59_split_4,5
11-60_split_1,28
11-60_split_2,10
11-61_split_1,14
11-61_split_4,8
11-62_split_0,11
11-62_split_2,13
11-62_split_3,23
11-63_split_2,10
11-64_split_0,6
11-64_split_2,70
11-64_split_3,7
11-65_split_1,11
11-65_split_4,22
11-66_split_0,6
11-66_split_1,4
11-67_split_1,24
11-67_split_3,10
11-67_split_4,11
11-68_split_2,10
11-69_split_0,22
11-69_split_4,10
11-70_split_3,4
11-70_split_4,5
11-71_split_0,3
11-71_split_3,2
11-71_split_4,39
11-72_split_2,6
11-72_split_3,4
11-73_split_3,10
11-74_split_1,10
11-74_split_2,22
11-74_split_4,10
11-75_split_1,28
11-75_split_3,35
11-76_split_0,4
11-76_split_3,6
11-76_split_4,40
11-77_split_1,32
11-78_split_0,6
11-78_split_1,34
11-78_split_4,4
11-79_split_1,14
11-79_split_2,25
11-79_split_4,35
11-80_split_2,10
11-81_split_0,6
11-81_split_2,4
11-82_split_0,11
11-82_split_3,21
11-82_split_4,10
11-83_split_2,10
11-84_split_0,4
11-84_split_2,27
11-84_split_3,37
11-84_split_4,6
11-85_split_4,10
11-86_split_0,5
11-86_split_2,4
11-86_split_4,5
11-87_split_1,4
11-87_split_2,11
11-87_split_3,5
11-87_split_4,70
11-88_split_1,4
11-88_split_3,2
11-88_split_4,6
11-89_split_1,4
11-89_split_2,6
11-90_split_1,50
11-90_split_2,10
11-91_split_2,3
11-91_split_4,2
11-92_split_0,30
11-92_split_2,10
11-92_split_4,7
11-93_split_3,10
11-93_split_4,22
11-94_split_1,4
11-94_split_3,6
11-95_split_0,7
11-95_split_1,22
